topic	initial_request	binary_label	user_information_need
Hygiene	I want to stay clean, what do I do?	1	Seeking information about personal cleanliness but it's vague.
Insurance	What are the eligibility requirements for long-term care insurance?	0	Learn about the eligibility for long-term care insurance.
Insurance	What is the average cost of health insurance premiums for a family of four?	0	Find out the cost of health insurance for a family.
Insurance	How do I file a claim for car insurance after an accident?	0	Learn the process for filing a car insurance claim.
Insurance	What are the benefits of investing in term life insurance?	0	Understand the benefits of term life insurance.
Insurance	What is the maximum coverage limit for life insurance policies?	0	Understand the coverage limit of life insurance.
Insurance	I need insurance	1	Seeking insurance but intent is unclear.
Insurance	I want insurance for my business	1	Looking for business insurance but unclear on type.
Insurance	I'm in an accident	1	Reporting an incident but not specifying insurance.
Insurance	Do I need insurance for my home	1	Thinking about insurance for home but unclear on type.
Insurance	I need insurance protection	1	Seeking insurance protection but unclear on type.
Learning	What is the best learning style for me?	0	Discover suitable learning approach for personal needs.
Learning	How can I improve my learning speed?	0	Learn techniques to enhance learning speed.
Learning	What are the most effective learning strategies for knowledge retention?	0	Understand strategies for retaining learned information.
Learning	What are the best study habits for learning a new skill?	0	Find effective ways to learn a new skill.
Learning	How can I learn something new quickly?	0	Find efficient methods for learning new things.
Learning	What is learning?	1	Looking for a general definition of learning.
Learning	Can I get smarter?	1	Seeking self-improvement but unclear on what is meant.
Learning	What does it mean to learn?	1	Seeking a broad definition of learning.
Learning	How do I learn?	1	Seeking information on learning but intent is unclear.
Learning	What are the steps to learn?	1	Looking for a general outline of learning process.
Lighting	What is the most energy-efficient type of outdoor lighting?	0	Find the most energy-efficient outdoor lighting options.
Lighting	What are the safety precautions when installing recessed lighting?	0	Learn about safe installation procedures for recessed lighting.
Lighting	What are the best LED light bulb options for energy efficiency?	0	Find the most energy-efficient LED light bulbs.
Lighting	How to choose the right lighting for a specific room's ambiance?	0	Understand how to select lighting for a specific atmosphere.
Lighting	How do smart light bulbs work with home automation systems?	0	Understand smart lighting integration with automation.
Lighting	What kind of lighting is best?	1	Looking for a recommendation without specifying the context.
Lighting	What kind of lighting?	1	Seeking information about lighting but intent is unclear.
Lighting	What do you think?	1	Seeking general opinion rather than specific information.
Lighting	What are the things to consider?	1	Want to know about lighting installation but intent is unclear.
Lighting	What's smart lighting?	1	Looking for information about smart lighting, but not clear what's meant.
Loneliness	What is the impact of loneliness on mental health?	0	Learn about the effects of loneliness on mental health.
Loneliness	What are effective ways to overcome loneliness?	0	Learn about actions to combat loneliness.
Loneliness	What are the primary causes of loneliness?	0	Understand contributing factors to loneliness.
Loneliness	What is the relationship between loneliness and social media?	0	Understand the connection between loneliness and social media.
Loneliness	What is the best way to help someone experiencing loneliness?	0	Learn about actions to help someone struggling with loneliness.
Loneliness	Can people overcome loneliness?	1	Looking for ways to help but not specifying overcoming loneliness directly.
Loneliness	Is loneliness always a bad thing?	1	Looking for effects of loneliness but vague on what kind.
Loneliness	How does social media impact people?	1	Seeking information on social media, but it's unclear how it relates to loneliness.
Loneliness	How can we help others?	1	Looking for ways to help others, but it's not specified if they are lonely.
Loneliness	Does it affect older people?	1	Looking for information about older people, but it's not clear if they are lonely.
Maintenance	How often should I replace the spark plugs in my vehicle?	0	Determine the optimal replacement interval for spark plugs.
Maintenance	What is the recommended oil change interval for a 2018 Honda Civic?	0	Determine proper oil change schedule for a specific vehicle model.
Maintenance	How do I change the air filter on a 2015 Toyota Camry?	0	Find step-by-step instructions for a specific maintenance task.
Maintenance	What are the best practices for performing routine vehicle maintenance?	0	Learn about proper vehicle maintenance techniques.
Maintenance	What is the average cost of a car battery replacement?	0	Compare costs for a specific maintenance service.
Maintenance	Can I just check the fluids?	1	Want to perform some maintenance but not sure what to do.
Maintenance	How do I keep my car clean?	1	Seeking maintenance-related information but the request is too broad.
Maintenance	I need to change my oil	1	Seeking maintenance service but the need is vague.
Maintenance	Is my car battery okay?	1	Wondering about car battery condition, but the intent is unclear.
Maintenance	I'm trying to save money, what can I do?	1	Looking for ways to reduce expenses but the request is too vague.
Meditation	How do I get started with meditation for beginners?	0	Understand the process of starting meditation.
Meditation	How does meditation affect mental clarity and focus?	0	Understand the effects of meditation on mental clarity and focus.
Meditation	What are the different types of meditation practices?	0	Learn about the variety of meditation practices.
Meditation	What is the best meditation technique for stress relief?	0	Find the most effective meditation technique.
Meditation	What are the benefits of meditation for physical health?	0	Learn about the benefits of meditation on physical health.
Meditation	Can meditation help me with my body?	1	Looking for a benefit related to meditation and the body but unclear.
Meditation	I want to meditate but don't know how.	1	Seeking help but intent is vague.
Meditation	What kind of meditation is best?	1	Looking for a specific type of meditation but unclear.
Meditation	I want to focus better, is meditation the answer?	1	Seeking a solution for focus issues but unclear on meditation.
Meditation	Meditation sounds good for my mind.	1	Seeking information about meditation but intent is unclear.
Milestones	What are the major milestones in a child's development?	0	Understand developmental stages in children.
Milestones	What are the cognitive milestones for preschool-age children?	0	Understand cognitive developmental milestones in preschool age.
Milestones	What are the physical milestones for children in the first year of life?	0	Understand physical developmental milestones in the first year.
Milestones	What are the typical milestones for language development in children?	0	Learn about language development stages in kids.
Milestones	What are the social milestones in early childhood?	0	Learn about social development stages in early childhood.
Milestones	At what age do kids learn to walk	1	Seeking information about a specific child development milestone.
Milestones	How do kids learn and understand things	1	Seeking information about child development but not specific.
Milestones	How do children develop language skills	1	Looking for information on language development but not specific.
Milestones	How do children interact with others	1	Looking for information about child development but not specific to social.
Milestones	What changes can we expect in a baby's physical growth	1	Seeking information about physical changes in babies, but not specific.
Mindfulness	What are some mindfulness techniques for reducing stress?	0	Find specific mindfulness methods for stress relief.
Mindfulness	How does mindfulness improve emotional regulation?	0	Learn about the impact of mindfulness on emotions.
Mindfulness	What are some mindfulness exercises for improving focus?	0	Discover specific mindfulness activities for concentration.
Mindfulness	What are the benefits of a mindfulness practice?	0	Learn about the advantages of mindfulness.
Mindfulness	What's the point of mindfulness?	1	Understand the purpose of mindfulness but vague.
Mindfulness	What is mindfulness about?	1	Understand the concept of mindfulness but not specific.
Mindfulness	Does mindfulness help with anything?	1	Looking for benefits of mindfulness but not specifying what.
Mindfulness	Is mindfulness just a trend?	1	Seeking information about the legitimacy of mindfulness.
Mindfulness	What are the benefits of a mindfulness practice?	0	Learn about the advantages of mindfulness.
Mindfulness	How does mindfulness improve emotional regulation?	0	Learn about the impact of mindfulness on emotions.
Movies	Which movies are nominated for the Academy Awards in 2022?	0	Find movie award nominations.
Movies	What are the box office records for the highest-grossing movies?	0	Find the highest-grossing movies.
Movies	"What genre does the movie ""The Shawshank Redemption"" belong to?"	0	Classify a specific movie.
Movies	What are the most critically acclaimed movies of all time?	0	Find the best movies.
Movies	"Who directed the movie ""Inception""?"	0	Identify the director of a specific movie.
Movies	Who made that one?	1	Asking about the creator of something but no title.
Movies	Who won awards?	1	Seeking information on awards but no specific year or movies.
Movies	What movies are great?	1	Looking for movie recommendations but no specific criteria.
Movies	What movies did I like?	1	Recall movie preferences but don't specify criteria.
Movies	What category is a movie?	1	Want to classify something but it's unclear what.
Nature	What are the benefits of reforestation efforts?	0	Understand the positive impacts of reforestation.
Nature	What are the effects of deforestation on wildlife populations?	0	Learn about impact of deforestation on wildlife.
Nature	What are the best methods for sustainable forest management?	0	Learn about sustainable forest management practices.
Nature	What are the differences between a savanna and a prairie ecosystem?	0	Compare savanna and prairie ecosystems.
Nature	How do climate patterns affect plant growth?	0	Learn about the impact of climate on plant growth.
Nature	How do we manage forests?	1	Seeking information on forest management but intent is unclear.
