topic	initial_request	binary_label	user_information_need
Clothing	Where can I buy eco-friendly clothing brands online?	0	Find sources for purchasing sustainable clothing brands via the internet.
Clothing	Where should I shop?	1	Looking for places to shop, but the category or type is unspecified.
Clothing	What are the differences between linen and cotton shirts?	0	Understand the characteristics and distinctions between linen and cotton shirts.
Clothing	Which one is better?	1	Seeking a comparison, but lacking context about what is being compared.
Clothing	How do I measure myself for a suit?	0	Learn how to take body measurements for purchasing a suit.
Clothing	How do I size for things?	1	Looking for sizing information, but for what item is unclear.
Communication	What are the most effective techniques for improving workplace communication?	0	Identify the best ways to enhance communication in a work environment.
Communication	How can you communicate better at work?	1	Seeking advice on improving workplace communication, but lacking specificity.
Communication	What is nonverbal communication and how does it influence interactions?	0	Learn about nonverbal communication and its impact on people’s interactions.
Communication	What about nonverbal cues?	1	Interested in nonverbal elements, but unclear about what or why.
Communication	How can I resolve misunderstandings through better communication?	0	Discover methods for using communication to resolve misunderstandings.
Communication	How do you fix things when talking goes wrong?	1	Seeking resolution strategies when communication fails, but vague on context.
Communication	What communication barriers exist between cultures?	0	Find out about challenges in communication due to cultural differences.
Communication	How do cultures communicate?	1	Looking for cultural communication details, but intent is broad and unclear.
Communication	What are the main models of communication used in theory?	0	Learn about theoretical frameworks for understanding the communication process.
Communication	What kinds of theories are there about communication?	1	Seeking information on communication theories, but the question is unclear.
Commuting	What are the average public transportation times for commuting in New York City?	0	Find typical duration of public transit commutes in NYC.
Commuting	How long does it take to get around?	1	Seeking information about travel times, but the location and mode are unclear.
Commuting	What are the most cost-effective commuting options for daily travel to work?	0	Identify affordable commuting methods for work trips.
Commuting	What's the best way to get there?	1	Looking for optimal route or method, but destination and context are unclear.
Commuting	How does commuting affect mental health among urban workers?	0	Learn about the impact of commuting on mental health for city employees.
Commuting	Is commuting stressful?	1	Asking about the stress of commuting without specifying who or where.
Commuting	Which apps provide real-time traffic updates for daily commutes?	0	Find mobile applications for live traffic information when commuting.
Commuting	Can technology help with commuting?	1	Asking about technological solutions, but unspecified needs or problems.
Commuting	What policies exist to incentivize bicycle commuting in major cities?	0	Discover government policies that promote biking to work in urban areas.
Commuting	Are there any rules about commuting?	1	Seeking information on regulations related to commuting, but the specifics are unclear.
Composting	What materials can be safely composted at home?	0	Find out which items are suitable for home composting.
Composting	What things can I use?	1	Seeking information on usable items, but not specifying for composting.
Composting	How do I start a backyard compost pile?	0	Learn how to begin composting at home.
Composting	How do I start?	1	Looking for initial steps, but not specifying for composting.
Composting	How long does it take for compost to be ready to use?	0	Discover the typical time frame for compost to mature.
Composting	How long does it take?	1	Asking about duration, but not clarifying for composting process.
Composting	What benefits does composting provide for gardens?	0	Find out how composting can improve garden health.
Composting	Why is it good?	1	Seeking advantages but not specifying the context or subject.
Composting	What problems might occur during composting and how can they be fixed?	0	Identify common composting issues and their solutions.
Composting	What if something goes wrong?	1	Looking for solutions to unspecified problems, intent is unclear.
Conservation	What are the most effective strategies for conserving water in urban areas?	0	Learn about effective water conservation strategies in cities.
Conservation	How can we save resources?	1	Requesting ways to save resources, but it's unclear which ones or how.
Conservation	Which endangered species programs have been most successful in the past decade?	0	Learn about the most successful endangered species conservation programs recently.
Conservation	What about animals and conservation?	1	Interested in animals and conservation, but the focus is unclear.
Conservation	What government policies are currently in place to promote forest conservation?	0	Find out about current government policies promoting forest conservation.
Conservation	Are there any laws for conservation?	1	Seeking information about laws, but it's unclear which aspect or field of conservation.
Conservation	How can individuals contribute to habitat restoration efforts?	0	Understand how individuals can help with habitat restoration.
Conservation	How do people get involved?	1	Looking for involvement opportunities, but it's unclear in what or how.
Conservation	What are the main challenges faced in marine conservation today?	0	Learn about the primary current challenges in marine conservation.
Conservation	Why is it difficult to protect things?	1	"Seeking reasons protections are hard, but it's vague what ""things"" or protections are meant."
Cooking	How do I make a classic French omelette?	0	Learn step-by-step instructions to prepare a traditional French omelette.
Cooking	How do I cook eggs?	1	Seeking information about cooking eggs, but unclear about the method or style.
Cooking	What are the best spices for chicken curry?	0	Discover recommended spices to use in chicken curry recipes.
Cooking	What should I use for flavoring food?	1	Looking for advice on flavoring food, but the dish and context are unspecified.
Cooking	How can I safely store leftover cooked rice?	0	Find out proper food safety practices for storing leftover cooked rice.
Cooking	What should I do with leftovers?	1	Seeking guidance on handling leftovers without details on type or storage method.
Cooking	What is the difference between baking and roasting?	0	Understand the distinctions between baking and roasting cooking techniques.
Cooking	Is there a difference between baking things?	1	Asking about differences in baking but question is vague and lacks specifics.
Cooking	How long should I grill a medium-rare steak?	0	Learn the exact grilling time required to achieve a medium-rare steak.
Cooking	How do I know when meat is done?	1	Seeking information on meat doneness, but lacks context and specifics.
Creativity	What are effective techniques to boost creativity in adults?	0	Learn strategies to increase creativity for adults.
Creativity	How can I be more creative?	1	Seeking ideas for increasing creativity, but not specifying for whom or how.
Creativity	Who are the most influential creative thinkers in history?	0	Discover key historical figures known for their creative contributions.
Creativity	Which people changed things with creativity?	1	Interested in people who were creative, but context is unclear.
Creativity	How does creativity enhance problem-solving in organizations?	0	Understand the role of creativity in organizational problem-solving.
Creativity	Why does creativity matter at work?	1	Looking for reasons creativity is important, but context is broad and vague.
Creativity	What is the neuroscience behind creative thinking?	0	Learn about how the brain processes and enables creative thought.
Creativity	Where does creativity come from in the brain?	1	Seeking origin of creativity, but the meaning is open to interpretation.
Creativity	What are common barriers to creativity in students and how can they be overcome?	0	Identify challenges to student creativity and methods to address them.
Creativity	What stops people from being creative?	1	Looking for reasons creativity is impeded, but the audience and context are unspecified.
Credit	How can I improve my credit score quickly?	0	Find actionable steps to rapidly increase a credit score.
Credit	How do I make my credit better?	1	Seeking ways to improve credit but lacks specifics.
Credit	What are the requirements for getting a personal loan with bad credit?	0	Learn the necessary criteria for obtaining a personal loan despite poor credit.
Credit	What do I need for a loan?	1	Looking for loan application requirements, but it's unclear which type and relevant details.
Credit	How do credit cards affect my credit rating?	0	Understand the relationship between credit card use and credit scores.
Credit	Are credit cards important?	1	Asking about the significance of credit cards but in an unclear context.
Credit	What is the difference between a soft and hard credit inquiry?	0	Learn about distinctions between types of credit checks.
Credit	What’s a credit check?	1	Seeking information on credit checks, but the intent is vague.
Credit	What are the main types of credit available to consumers?	0	Find out about different credit sources or products for consumers.
Credit	Can you tell me about credit?	1	Looking for information on credit generally, but the need is not specific.
Culture	What are the key elements that define Japanese culture?	0	Learn about the defining features of Japanese culture.
Culture	What is culture in Japan?	1	Seeking information about culture related to Japan but not specifying what aspect.
Culture	How does culture influence workplace behavior?	0	Understand the impact of culture on behavior in professional settings.
Culture	How does culture matter at work?	1	Learn about the significance of culture in a work context without specifying details.
Culture	What are some important cultural traditions during Chinese New Year?	0	Find out about specific traditions practiced during Chinese New Year.
Culture	What are some traditions?	1	Looking for information on traditions, but unspecified which culture or event.
Culture	How have global cultures changed in the past 50 years?	0	Discover changes in global cultures over the last five decades.
Culture	How has culture changed?	1	Seeking information on cultural change but not specifying the timeframe or scope.
Culture	What is cultural appropriation and why is it controversial?	0	Understand the meaning and controversy surrounding cultural appropriation.
Culture	What about cultural appropriation?	1	Wants information on cultural appropriation but not specifying what kind.
Cycling	What are the health benefits of regular cycling?	0	Learn about how cycling improves physical health.
Cycling	Is cycling good for you?	1	Seeking information about cycling and health but not specific.
Cycling	What are the essential safety gear items needed for cycling?	0	Identify safety equipment required for cycling.
Cycling	What do I need for cycling?	1	Looking for required items but not specifying if safety or otherwise.
Cycling	How can I train for a long-distance cycling race?	0	Find out how to prepare and train for endurance cycling events.
Cycling	How do I get better at cycling?	1	Seeking improvement advice but not specifying the context or goal.
Cycling	What are popular cycling routes in San Francisco?	0	Discover well-known cycling paths in a specific location.
Cycling	Where should I go cycling?	1	Looking for cycling locations but not specifying area or preferences.
Cycling	What are the basic rules of road cycling etiquette?	0	Learn about expected behavior and guidelines while cycling on roads.
Cycling	What should I know about riding a bike?	1	Seeking general information about cycling with unclear focus.
Decluttering	What practical steps can I take to declutter my home office?	0	Learn actionable methods for decluttering a home office.
Decluttering	How do I declutter?	1	User wants to declutter but doesn't specify location or context.
Decluttering	What are the psychological benefits of decluttering living spaces?	0	Understand how decluttering impacts mental health and well-being.
Decluttering	Why does decluttering matter?	1	Looking for reasons decluttering is important but without specific focus.
Decluttering	What tools or organizers are most effective for decluttering a closet?	0	Find effective tools or organizers to simplify closet decluttering.
Decluttering	What should I use when decluttering?	1	User is asking about objects to use for decluttering, but the space and tools are unspecified.
Decluttering	How can I create a decluttering schedule for my entire house?	0	Discover how to plan an organized schedule to declutter the whole house.
Decluttering	When should I start decluttering?	1	Seeking timing advice for decluttering but provides no context.
Decluttering	How do I get rid of sentimental items during decluttering?	0	Learn approaches for dealing with sentimental objects while decluttering.
Decluttering	What about sentimental things?	1	User asks about sentimental items but context and intent are unclear.
Devices	What is the latest model of the iPhone available in 2024?	0	Find out the newest iPhone device released in 2024.
Devices	What are the new devices this year?	1	Seeking information on recent device releases, but type and brand are unclear.
Devices	How do I connect a Bluetooth speaker to my Windows laptop?	0	Learn how to pair a Bluetooth speaker with a Windows laptop.
Devices	How do you use this with a computer?	1	Looking for guidance on using an unspecified device with a computer.
Devices	What should I do if my Android tablet won't turn on?	0	Get troubleshooting steps for an Android tablet that won't power on.
Devices	My device stopped working, what now?	1	Seeking help for a malfunctioning device without specifying the device or problem.
Devices	Can you compare the features of Samsung Galaxy Tab S9 and iPad Pro?	0	Get a detailed feature comparison between Samsung Galaxy Tab S9 and iPad Pro.
Devices	Which one is better?	1	Asking for a comparison, but not specifying the products or criteria.
Devices	Where can I recycle old laptops in Los Angeles?	0	Find local locations in Los Angeles to recycle old laptops.
Devices	How do I get rid of my device?	1	Looking for ways to dispose of a device, but device type and methods are undefined.
Diet	What foods should I eat for a heart-healthy diet?	0	Get recommendations for foods that promote heart health.
Diet	What kind of foods are good?	1	Want advice on foods, but the context and purpose are unclear.
Diet	How many calories should I eat daily to lose weight?	0	Find out the recommended daily calorie intake for weight loss.
Diet	How much should I eat?	1	Seeking guidance on intake but not specifying what or why.
Diet	What are the typical symptoms of a vitamin D deficiency in one’s diet?	0	Learn about symptoms caused by insufficient vitamin D in the diet.
Diet	What happens if you’re missing something in your diet?	1	Looking for effects of missing nutrients, but not specifying which ones.
Diet	Can you suggest a plant-based meal plan for beginners?	0	Get a sample meal plan for starting a plant-based diet.
Diet	How do I get into a new diet?	1	Seeking advice on starting a diet but not specifying type or preferences.
Diet	What are the health risks of following a ketogenic diet?	0	Understand potential health risks associated with the ketogenic diet.
Diet	Are there side effects to diets?	1	Looking for information about negative aspects of diets, but it's not clear which kind.
Diy	How do I build a wooden bookshelf at home?	0	Learn step-by-step instructions for constructing a wooden bookshelf.
Diy	How can I make something with wood?	1	Seeking guidance on making something with wood, but the project is unclear.
Diy	What tools are essential for beginner DIY projects?	0	Identify the basic tools required for those new to DIY.
Diy	Which tools do I need for DIY?	1	Looking for tool recommendations, but the specific project or skill level is not mentioned.
Diy	How can I repair a leaky kitchen faucet myself?	0	Find out how to fix a leaking kitchen faucet through DIY methods.
Diy	How do I fix things at home?	1	Wanting to repair something at home, but it's not specified what needs fixing.
Diy	What are some easy DIY home décor ideas for beginners?	0	Discover simple home décor projects suitable for beginners.
Diy	What can I do to decorate my space?	1	Looking for decoration ideas, but the approach or style is not specified.
Diy	How can I safely use power tools for DIY projects?	0	Learn best practices and safety tips for operating power tools in DIY.
Diy	How do I use tools at home?	1	Seeking advice on using tools at home, but both tools and tasks are unspecified.
Documentation	How do I create an API documentation using OpenAPI specification?	0	Get step-by-step guidance on creating API documentation with OpenAPI.
Documentation	How do you make documentation?	1	Seeking information on creating documentation but not specifying type or context.
Documentation	What are best practices for writing user manuals for software products?	0	Learn best practices for writing effective user manuals for software.
Documentation	What should I know about writing manuals?	1	Looking for information on writing manuals without specifying type or purpose.
Documentation	How can I automate the generation of code documentation in Python?	0	Find out how to automate code documentation generation for Python projects.
Documentation	Is there a way to set up code documentation?	1	Inquire about setting up code documentation but lacks specifics on language or tools.
Documentation	What sections should I include in a technical documentation template?	0	Determine the essential sections for a technical documentation template.
Documentation	What goes in documentation?	1	Want to know what documentation includes but not specifying documentation type.
Documentation	How do I manage version control for documentation in a project?	0	Learn proper methods for handling documentation version control in projects.
Documentation	How do you handle documentation?	1	Seeking strategies or methods for handling documentation, but the context is unclear.
Emergency	What are the immediate steps to take during a medical emergency?	0	Learn the correct actions to perform in a medical emergency.
Emergency	What should I do if something bad happens?	1	Looking for guidance during an unspecified crisis.
Emergency	How do I contact emergency services in my area?	0	Find out ways to reach local emergency responders.
Emergency	How do I get help quickly?	1	Seeking urgent assistance, but it's unclear what type or how.
Emergency	What items should be included in a basic emergency kit?	0	Get a list of essentials for an emergency preparedness kit.
Emergency	What do you need for emergencies?	1	Looking for supplies needed in emergencies but not specifying type or situation.
Emergency	Where can I find the nearest emergency shelter during a disaster?	0	Locate nearby shelters available in case of disaster.
Emergency	Where do I go in case of an emergency?	1	Seeking a location for safety but lacking specificity about situation or place.
Emergency	How can I recognize warning signs before an emergency occurs?	0	Learn to identify early indicators of potential emergencies.
Emergency	How do you know if it's an emergency?	1	Looking to understand emergency situations but question is not specific.
Environment	What are the major sources of air pollution in urban areas?	0	Identify main contributors to air pollution in cities.
Environment	What causes pollution?	1	Seeking causes of pollution but unclear about type or location.
Environment	How do solar panels reduce environmental impact compared to fossil fuels?	0	Learn how solar panels are better for the environment than fossil fuels.
Environment	Are renewable energies good for the environment?	1	Wants to know about renewables but not specific about which energy or in what way.
Environment	What is the process of recycling plastic materials?	0	Understand how plastic is recycled.
Environment	How does recycling happen?	1	Seeking information on recycling processes but unclear about material or specifics.
Environment	Which government policies aim to protect endangered wildlife?	0	Find out about specific government regulations for protecting endangered species.
Environment	What do authorities do about wildlife?	1	Looking for actions by authorities regarding wildlife, not clear what aspect.
Environment	What are effective methods households can use to conserve water daily?	0	Learn specific ways households can save water every day.
Environment	How can we conserve things at home?	1	Learn about conservation at home but not clear if it is water, energy, or other resources.
Ergonomics	What are the best ergonomic practices for setting up a workstation?	0	Learn optimal workstation setup for ergonomic safety.
Ergonomics	How should I set things up?	1	Seeking information on setup, but it's unclear what or for what purpose.
Ergonomics	Which ergonomic chairs are recommended for office workers?	0	Find recommendations for ergonomic office chairs.
Ergonomics	What chairs are good?	1	Looking for chair recommendations but not specifying context or criteria.
Ergonomics	What are common health issues caused by poor ergonomics?	0	Identify health problems resulting from bad ergonomics.
Ergonomics	What problems can happen?	1	Seeking consequences or issues, but unspecified cause or context.
Ergonomics	How can employers improve ergonomics in the workplace?	0	Understand ways employers can enhance workplace ergonomics.
Ergonomics	How can things be made better at work?	1	Looking for workplace improvements but intent and context are unclear.
Ergonomics	What are the main principles of ergonomics?	0	Learn about the fundamental principles of ergonomics.
Ergonomics	What is important about ergonomics?	1	Seeking important aspects but not specifying what or why.
Events	What upcoming music events are scheduled in New York this month?	0	Find specific music events happening in New York this month.
Events	Are there any events soon?	1	Looking for information about events but provides no specifics.
Events	How do I organize a virtual networking event for professionals?	0	Learn how to organize an online networking event for professionals.
Events	How do I set up something online?	1	Seeking advice on organizing something online but not specifying what.
Events	What are the safety protocols for attending large public events post-pandemic?	0	Understand current safety requirements for attending large public gatherings.
Events	Is it safe to go out to events?	1	Looking for safety information regarding events but lacks detail.
Events	Which major annual events attract international tourists to Paris?	0	Identify major annual events in Paris popular with international tourists.
Events	What big things happen in Paris?	1	Seeking information about significant happenings in Paris, but not clear if referring to events.
Events	Where can I buy last-minute tickets for sporting events in London?	0	Find places to purchase last-minute sports event tickets in London.
Events	Where do I get tickets?	1	Looking for ticket purchasing information, but query is too vague about event type or location.
Exercise	What are the health benefits of regular aerobic exercise?	0	Learn about specific health improvements from aerobic exercise.
Exercise	Why is exercise good?	1	Seeking reasons for exercise benefits but too general.
Exercise	How can a beginner create a weekly exercise plan?	0	Get guidance on designing an exercise plan for beginners.
Exercise	What should I do if I want to get started?	1	Looking for initial steps but not clear about the context.
Exercise	What are effective ways to improve muscle strength through exercise?	0	Find out how to specifically build muscle via exercise.
Exercise	How can I get stronger?	1	Want to become stronger without specifying the method or area.
Exercise	Which types of exercise are best for weight loss?	0	Identify exercises most effective for weight loss.
Exercise	What’s the best way to lose weight?	1	Looking for weight loss advice but not specifying exercise or other methods.
Exercise	How often should adults exercise per week for optimal health?	0	Discover recommended exercise frequency for adults.
Exercise	How much should people work out?	1	Seeking information on workout frequency but not specifying for whom or what outcome.
Family	What are effective strategies for improving family communication?	0	Learn methods to enhance communication within a family.
Family	How can we talk better?	1	Looking for ways to improve talking but it's unclear in what context or with whom.
Family	What legal steps must I take to adopt a child into my family?	0	Find out the legal process required for child adoption in a family.
Family	How do I add someone to my family?	1	Seeking information about including someone in the family, intent is vague.
Family	What are common causes of conflict between siblings?	0	Identify typical reasons siblings argue or conflict.
Family	Why do people in families fight?	1	Looking for causes of fighting within families but the specifics are unclear.
Family	What resources are available for supporting elderly family members at home?	0	Discover support options for caring for elderly relatives in a family home.
Family	How can I help older people?	1	Seeking ways to help older individuals, but the context and relationship are unclear.
Family	What are cultural differences in family structures around the world?	0	Learn about how families are structured differently across cultures.
