topic	initial_request	binary_label	user_information_need
Commuting	What are the most common commuting methods?	0	Find out about typical ways people commute.
Commuting	Do people commute?	1	Want to know about commuting habits but it's not specific.
Commuting	How does commuting affect the environment?	0	Understand environmental impact of commuting.
Commuting	What's the deal with commuting?	1	Seeking information on commuting but question is imprecise.
Commuting	What are the costs associated with commuting?	0	Learn about expenses related to commuting.
Commuting	Is it expensive?	1	Looking for cost information related to commuting but it's unclear.
Composting    What is the process of composting food waste?    0    Understand the steps involved in composting food waste.
Composting    How do people make compost?    1    Seeking information on composting but the method is unclear.
Composting    What materials are suitable for composting?    0    Learn about the types of materials that can be composted.
Composting    What can you put in a compost?    1    Looking for information on compost materials but lacks specificity.
Composting    How long does it take for compost to be ready?    0    Find out the duration required for compost to be ready for use.
Composting    When is it done?    1    Want to know the completion time but lacks context on what is being asked.
Composting    What are the benefits of composting at home?    0    Understand the advantages of home composting.
Composting    Why should I do it?    1    Seeking reasons for composting but lacks clarity on the benefits.
Composting    How can I maintain a compost bin?    0    Learn about the maintenance of a compost bin.
Composting    How do you keep it going?    1    Looking for information on sustaining a compost but the method is vague.
Conservation    What are the main methods of conservation?    0    Understand techniques for preserving the environment.
Conservation    What about conservation?    1    Seeking information about conservation but intent is unclear.
Conservation    How does conservation affect biodiversity?    0    Learn about the impact of conservation on biodiversity.
Conservation    Does conservation make a difference?    1    Looking for effects of conservation but vague on what kind.
Conservation    What policies support conservation efforts globally?    0    Find out about global conservation policies.
Conservation    What is being done to help the environment?    1    Want to know about environmental actions, but it's not specific to conservation.
Conservation    What are individual actions to support conservation?    0    Learn about actions individuals can take to conserve.
Conservation    How can people help the planet?    1    Looking for ways for individuals to help the environment but not mentioning conservation directly.
Conservation    How is conservation progress measured?    0    Understand methodologies for tracking conservation success.
Conservation    How do they know if it's working?    1    Seeking information on measuring success, but it's unclear what is being measured.
Cooking    What are the essential tools for baking?    0    Learn about necessary baking equipment.
Cooking    What do I need to cook?    1    Seeking information on cooking necessities but unclear on specifics.
Cooking    How do I make the perfect roast chicken?    0    Understand the method for cooking a perfect roast chicken.
Cooking    Can you help me with chicken?    1    Looking for chicken cooking help but method or recipe is unclear.
Cooking    What are some common cooking mistakes to avoid?    0    Find out about frequent errors in cooking to avoid them.
Cooking    What should I watch out for?    1    Want to know about potential issues but it's vague on what kind.
Cooking    How do I properly store leftovers?    0    Learn about safe food storage practices.
Cooking    What do I do with the leftovers?    1    Seeking information on handling leftovers but method is unclear.
Cooking    What are the basic cooking techniques?    0    Understand fundamental cooking methods.
Cooking    How do people cook things?    1    Looking for general cooking information but too vague.
Creativity    What are the key elements of creative thinking?    0    Understand core aspects of creative thought.
Creativity    What's creative about it?    1    Seeking information on creativity but unclear what aspect.
Creativity    How can I improve my creative problem-solving skills?    0    Learn methods to enhance creative problem-solving abilities.
Creativity    Can you help me be more creative?    1    Looking for help with creativity but vague on the approach.
Creativity    What role does creativity play in innovation?    0    Understand the relationship between creativity and innovation.
Creativity    Is creativity important for new ideas?    1    Recognizing importance but not specifying context or application.
Creativity    How does creativity impact personal growth?    0    Explore the effects of creativity on personal development.
Creativity    Does being creative make a difference?    1    Believing in the impact of creativity but not clear on what kind.
Creativity    What are some creative hobbies to explore?    0    Discover new creative activities for personal engagement.
Creativity    What can I do to be creative?    1    Seeking creative outlets but not specific on type or activity.
Credit    What is the definition of credit score?    0    Understand the meaning of credit score.
Credit    What about credit?    1    Seeking information about credit but intent is unclear.
Credit    How is credit score calculated?    0    Learn about the calculation of credit score.
Credit    Does credit score matter?    1    Looking for importance of credit score but vague on context.
Credit    What are the benefits of having good credit?    0    Find out about advantages of good credit.
Credit    Is good credit useful?    1    Want to know about usefulness of good credit, but it's not specific.
Credit    How can I improve my credit score?    0    Learn about methods to improve credit score.
Credit    Can credit be fixed?    1    Looking for ways to fix credit but not mentioning improvement directly.
Credit    What are common credit mistakes to avoid?    0    Understand common errors related to credit.
Credit    What should I avoid with credit?    1    Seeking information on what to avoid with credit, but it's unclear what.
Culture    What are the main components of Japanese culture?    0    Understand key elements of Japanese culture.
Culture    What's the deal with Japan?    1    Seeking information about Japan but intent is unclear.
Culture    How does cultural diversity impact societal cohesion?    0    Learn about the effects of cultural diversity on society.
Culture    Is diversity good or bad?    1    Looking for effects of diversity but vague on what kind.
Culture    What are the cultural norms in India?    0    Find out about cultural norms in India.
Culture    What's it like in India?    1    Want to know about India, but it's not specific to cultural norms.
Culture    How do cultural traditions influence art?    0    Learn about the influence of cultural traditions on art.
Culture    Does art reflect stuff?    1    Looking for a connection between art and something, but it's unclear what.
Culture    What role does culture play in shaping identity?    0    Understand how culture influences personal identity.
Culture    How do people become who they are?    1    Seeking information on personal development, but it's unclear how culture fits in.
Cycling	Tell me the best route for a beginner cyclist.	0	User seeking introductory cycling route information.
Cycling	What's a good bike route?	1	User looking for cycling route but lacks specificity.
Cycling	How do I maintain my bicycle?	0	User needs information on bicycle maintenance.
Cycling	How do I keep my bike working?	1	User seeking bike maintenance information but is vague.
Cycling	What safety gear should I wear while cycling?	0	User wants to know about necessary safety equipment.
Cycling	What should I wear when I cycle?	1	User looking for cycling attire but doesn't specify safety.
Cycling	How can I improve my cycling endurance?	0	User seeking to enhance cycling performance.
Cycling	How can I get better at cycling?	1	User wants to improve but doesn't specify aspect of cycling.
Cycling	What are the benefits of regular cycling?	0	User wants to know advantages of cycling.
Cycling	Is cycling good for you?	1	User seeking information on cycling benefits but is unclear.
DIY    What are the basic tools needed for DIY home repairs?    0    Understand essential tools for DIY projects.
DIY    What do I need for DIY?    1    Seeking information about DIY but intent is unclear.
DIY    How do I build a DIY bookshelf?    0    Learn about the process of building a bookshelf.
DIY    Can you help me with building something?    1    Looking for help with a DIY project but vague on what.
DIY    What are some easy DIY projects for beginners?    0    Find out about simple DIY projects for starters.
DIY    What are some easy things to make?    1    Want to know about easy DIY projects but not specific.
DIY    How do I fix a leaky faucet with DIY methods?    0    Learn about DIY solutions for a leaky faucet.
DIY    How can I fix things myself?    1    Looking for DIY repair methods but not specific on the issue.
DIY    What safety precautions should I take during DIY projects?    0    Understand necessary safety measures for DIY.
DIY    What should I be careful about when doing DIY?    1    Seeking information on DIY safety but it's unclear what aspect.
Decluttering    What are the steps to declutter a living room?    0    Learn about the process of decluttering a living space.
Decluttering    How do I make my room less messy?    1    Seeking help for a messy room but method is unclear.
Decluttering    What are the benefits of decluttering for mental health?    0    Understand the psychological benefits of decluttering.
Decluttering    Is decluttering good for you?    1    Looking for benefits of decluttering but not specific to mental health.
Decluttering    How often should I declutter my closet?    0    Find out about the frequency of decluttering a closet.
Decluttering    How often should I clean out my stuff?    1    Want to know about decluttering frequency but not specific to a closet.
Decluttering    What are tips for decluttering a small apartment?    0    Learn about decluttering strategies for small spaces.
Decluttering    How can I make a small space look bigger?    1    Seeking to make a space appear larger, possibly through decluttering.
Decluttering    What are the best tools for decluttering and organizing?    0    Find out about tools and products for decluttering and organizing.
Decluttering    What can help me get organized?    1    Looking for help with organization but not specific to tools or decluttering.
Devices	What are the latest smartphone models?	0	User seeking latest smartphone models information
Devices	What's new with phones?	1	User looking for new phone information but unclear on specifics
Devices	How do I set up a new smartwatch?	0	User needs setup instructions for smartwatch
Devices	How do I get a device working?	1	User seeking device setup help but vague on device type
Devices	What are the best wireless headphone brands?	0	User looking for top wireless headphone brands
Devices	What are good headphones?	1	User seeking headphone recommendations but unclear on preferences
Devices	How do I troubleshoot a faulty laptop?	0	User needs laptop troubleshooting guide
Devices	How do I fix a computer?	1	User looking for computer repair help but vague on issue
Devices	What are the top smart home devices?	0	User seeking top smart home devices information
Devices	What can I control with my voice?	1	User looking for voice-controlled devices but unclear on specifics
Diet    What are the best foods for a low-carb diet?    0    Understand which foods are suitable for a low-carb diet.
Diet    What's good to eat?    1    Seeking dietary advice but the intent is unclear.
Diet    How does a vegan diet impact health?    0    Learn about the health effects of a vegan diet.
Diet    Is a plant-based diet good?    1    Looking for information on plant-based diets but lacking specificity.
Diet    What are the benefits of a ketogenic diet?    0    Find out about the advantages of a ketogenic diet.
Diet    What about keto?    1    Want to know about keto but the question is vague.
Diet    How can I manage my weight through diet?    0    Learn about weight management through dietary changes.
Diet    How to not be fat?    1    Seeking weight loss information but phrased poorly.
Diet    What role does fiber play in a healthy diet?    0    Understand the importance of fiber in a healthy diet.
Diet    What's important in food?    1    Looking for crucial dietary components but the question is ambiguous.
Documentation    What is the purpose of creating technical documentation?    0    Understand the role of technical documentation.
Documentation    What's the deal with documentation?    1    Seeking information about documentation but intent is unclear.
Documentation    How do I create a user manual for software?    0    Learn about creating user manuals for software applications.
Documentation    Can you help with making documents?    1    Looking for help with documentation but vague on what kind.
Documentation    What are best practices for documenting code?    0    Find out about best practices for code documentation.
Documentation    How do people usually do coding notes?    1    Want to know about coding notes but not specific to best practices.
Documentation    What tools are used for documenting projects?    0    Learn about tools used for project documentation.
Documentation    What are those document things called?    1    Seeking information on documentation tools but unclear what they are.
Documentation    How often should documentation be updated?    0    Understand the frequency of documentation updates.
Documentation    Is documentation always current?    1    Looking for information on documentation currency but it's not specific.
Emergency    What are the steps to take in a fire emergency?    0    Learn about procedures in a fire emergency.
Emergency    What to do in emergency?    1    Seeking help in an emergency but unclear on the type.
Emergency    How do I call emergency services in a foreign country?    0    Find out about contacting emergency services abroad.
Emergency    Can I get help when I need it?    1    Looking for assistance but vague on the context.
Emergency    What are the symptoms of a heart attack emergency?    0    Understand signs of a heart attack.
Emergency    Is it bad when my heart does that?    1    Concerned about a heart issue but not specific about emergency.
Emergency    How do I prepare for a natural disaster emergency?    0    Learn about preparing for natural disasters.
Emergency    What if something bad happens?    1    Want to be prepared but unclear on the disaster type.
Emergency    What are the emergency contact numbers in my area?    0    Find local emergency contact information.
Emergency    Who do I call when it's bad?    1    Seeking emergency contact but not specific on the numbers.
Environment    What are the main causes of pollution?    0    Understand contributing factors to pollution.
Environment    What about pollution?    1    Seeking information about pollution but intent is unclear.
Environment    How does climate change affect ecosystems?    0    Learn about the impact of climate change on ecosystems.
Environment    Does climate change make nature different?    1    Looking for effects of climate change on nature but vague on what kind.
Environment    What policies address environmental conservation nationally?    0    Find out about national environmental conservation policies.
Environment    What is being done locally?    1    Want to know about local actions, but it's not specific to environmental conservation.
Environment    What are individual actions to reduce waste?    0    Learn about actions individuals can take to reduce waste.
Environment    How can people reduce trash?    1    Looking for ways for individuals to reduce waste but not mentioning specific actions.
Environment    How is environmental health measured over time?    0    Understand methodologies for tracking environmental health.
Environment    How do they track environmental things over the years?    1    Seeking information on tracking environmental issues over time, but it's unclear what.
Ergonomics    What are the principles of ergonomics in workplace design?    0    Understand how ergonomics applies to workplace design.
Ergonomics    What's the deal with ergonomics?    1    Seeking general information about ergonomics but lacks specificity.
Ergonomics    How does ergonomics improve productivity?    0    Learn about the impact of ergonomics on workplace productivity.
Ergonomics    Does ergonomics make a difference?    1    Looking for effects of ergonomics but vague on what kind.
Ergonomics    What are the benefits of applying ergonomics in manufacturing?    0    Find out about the advantages of ergonomics in manufacturing settings.
Ergonomics    What about ergonomics in factories?    1    Want to know about ergonomics in manufacturing but it's not specific on benefits.
Ergonomics    How can ergonomics reduce workplace injuries?    0    Learn about the role of ergonomics in injury prevention.
Ergonomics    How can workplaces be safer?    1    Looking for ways to improve workplace safety but not mentioning ergonomics directly.
Ergonomics    What tools are used in ergonomics analysis?    0    Understand the methodologies and tools used in ergonomics analysis.
Ergonomics    What do they use to analyze things?    1    Seeking information on analysis tools but it's unclear what context.
Events    What are the upcoming concerts in my city?    0    Find out about local concert events.
Events    What's happening soon?    1    Looking for upcoming events but location and type are unclear.
Events    How do I buy tickets for a specific festival?    0    Learn about the ticket purchasing process for festivals.
Events    Can I get tickets somewhere?    1    Seeking to obtain tickets but event and method are vague.
Events    What are the dates for the annual marathon?    0    Determine the schedule for the annual marathon.
Events    When does the big run happen?    1    Inquiring about a significant running event but details are unclear.
Events    How can I participate in a charity walk?    0    Find out about participating in charity walks.
Events    How can people be involved?    1    Looking to participate in an event but type and details are ambiguous.
Events    What are the best ways to promote an event?    0    Learn about effective event promotion strategies.
Events    How do you make people know about it?    1    Seeking to inform others about an event but method is unclear.
Exercise    What are the best exercises for building muscle?    0    Learn about effective muscle-building exercises.
Exercise    What's good exercise?    1    Seeking exercise information but intent is unclear.
Exercise    How often should I exercise to lose weight?    0    Understand exercise frequency for weight loss.
Exercise    Do I need to exercise a lot?    1    Looking for exercise advice but vague on goals.
Exercise    What exercises improve cardiovascular health?    0    Find out about exercises for heart health.
Exercise    Is exercise good for my heart?    1    Want to know about exercise benefits, but it's not specific to cardiovascular health.
Exercise    How can I create a balanced exercise routine?    0    Learn about creating a well-rounded exercise plan.
Exercise    How do I exercise right?    1    Looking for exercise guidance but not specific on what aspect.
Exercise    What are the benefits of regular exercise on mental health?    0    Understand the psychological benefits of exercise.
Exercise    Does exercise make you feel better?    1    Seeking information on exercise benefits, but it's unclear what kind.
Family    What are the benefits of having a close family?    0    Understand advantages of close family relationships.
Family    What about family?    1    Seeking information about family but intent is unclear.
Family    How can I improve communication with my family members?    0    Learn about effective family communication strategies.
Family    Can you help with family stuff?    1    Looking for family-related help but vague on what kind.
Family    What are some common family traditions?    0    Find out about common family traditions and practices.
Family    What do families usually do?    1    Want to know about typical family activities, but it's not specific.
Family    How can I balance work and family life?    0    Learn about strategies for balancing work and family responsibilities.
Family    How do people manage everything?    1    Looking for ways to manage responsibilities but not mentioning family or work directly.
Family    What role does family play in shaping individual identity?    0    Understand the impact of family on personal identity.
Family    Does family make a difference?    1    Seeking information on the influence of family, but it's unclear in what context.
Feedback    What is the purpose of giving feedback?    0    Understand the reason for providing feedback.
Feedback    What about feedback?    1    Seeking information about feedback but intent is unclear.
Feedback    How do I give constructive feedback?    0    Learn about the process of giving useful feedback.
Feedback    Can you help with feedback?    1    Looking for assistance with feedback but vague on what kind.
Feedback    What are the benefits of receiving feedback?    0    Find out about the advantages of getting feedback.
Feedback    Is feedback good?    1    Want to know about the value of feedback, but it's not specific.
Feedback    How often should I solicit feedback?    0    Learn about the frequency of seeking feedback.
Feedback    How do I get some feedback?    1    Looking for ways to obtain feedback but not mentioning the context.
Feedback    What are common mistakes when giving feedback?    0    Understand errors to avoid when providing feedback.
Feedback    What can go wrong?    1    Seeking information on potential issues but it's unclear what context.
First-aid	What are the steps for treating a burn?	0	User needs to know the procedure for treating burns.
First-aid	How do I do first-aid?	1	User is seeking first-aid information but the query is too broad.
First-aid	What is the proper way to apply a bandage?	0	User wants to learn about correct bandage application.
First-aid	How do you put on a bandage?	1	User needs help with bandage application but the query lacks clarity.
First-aid	What are the symptoms of a concussion?	0	User needs to identify concussion symptoms.
First-aid	What's wrong with my head?	1	User is concerned about a head issue but doesn't specify the problem.
First-aid	How do I perform CPR on an adult?	0	User needs to know the CPR procedure for adults.
First-aid	How can I help someone who is not breathing?	1	User wants to assist someone with breathing difficulties but doesn't mention CPR.
First-aid	What are the signs of a heart attack?	0	User needs to recognize heart attack signs.
First-aid	Something is wrong with my heart	1	User suspects a heart issue but doesn't provide enough information.
Food    What are the nutritional benefits of eating broccoli?    0    Understand the health benefits of broccoli.
Food    What's good about food?    1    Seeking general information about food but intent is unclear.
Food    How do I cook the perfect steak?    0    Learn about cooking techniques for steak.
Food    Can you help with cooking?    1    Looking for cooking assistance but vague on what type of dish.
Food    What are the top food allergies and their symptoms?    0    Identify common food allergies and their symptoms.
Food    Are some foods bad for me?    1    Concerned about negative effects of certain foods but not specific.
Food    What is the difference between organic and non-organic produce?    0    Understand the distinction between organic and non-organic food.
Food    What's the deal with organic?    1    Curious about organic food but lacks clarity on what is being asked.
Food    How can I make a balanced meal plan?    0    Learn about creating a balanced diet.
Food    How can I eat better?    1    Seeking to improve eating habits but not specific on what aspects.
Friendship    What are the key elements of a healthy friendship?    0    Understand components of a strong friendship.
Friendship    What makes a good friend?    1    Seeking qualities of a good friend but lacks specificity.
Friendship    How can I maintain long-distance friendships?    0    Learn ways to keep friendships alive over distance.
Friendship    How do people stay friends?    1    Looking for ways to sustain friendships but vague on context.
Friendship    What are signs of a toxic friendship?    0    Identify characteristics of an unhealthy friendship.
Friendship    What if a friend is bad for me?    1    Recognizing a potentially harmful friendship but unclear on signs.
Friendship    How can I make new friends as an adult?    0    Find ways to form new friendships in adulthood.
Friendship    How do adults make friends?    1    Seeking information on forming adult friendships but lacks clarity.
Friendship    What role does empathy play in friendships?    0    Understand the importance of empathy in friendships.
Friendship    Is being a good listener important?    1    Recognizing a valuable trait in friendships but not explicitly stated.
Gardening    What are the best practices for gardening in small spaces?    0    Learn about efficient gardening in limited areas.
Gardening    How to garden in small areas?    1    Seeking information on gardening in small spaces but lacks specificity.
Gardening    What tools are essential for beginner gardeners?    0    Find out necessary tools for starting gardening.
Gardening    What do I need to garden?    1    Looking for gardening necessities but is too vague.
Gardening    How often should I water my garden plants?    0    Understand the frequency of watering garden plants.
Gardening    How do I keep my plants alive?    1    Want to know about plant care but doesn't specify watering.
