topic	initial_request	binary_label	user_information_need
Budgeting	What should I do if something unexpected happens with my money?	1	Seeking guidance on financial issues but intent is ambiguous.
Bureaucracy	What are the key characteristics of bureaucracy as a management system?	0	Understand the defining features of bureaucracy.
Bureaucracy	Can you tell me about bureaucracy?	1	Seeking general information about bureaucracy with unclear focus.
Bureaucracy	How does bureaucracy impact organizational efficiency?	0	Learn about the effect of bureaucracy on how efficient organizations are.
Bureaucracy	Is bureaucracy good or bad for companies?	1	Looking for a judgment on bureaucracy’s impact but unclear on criteria or context.
Bureaucracy	What are Max Weber’s theories about bureaucracy?	0	Find detailed theories and ideas by Max Weber on bureaucracy.
Bureaucracy	Who talked about bureaucracy?	1	Seeking an author or source on bureaucracy but vague about which or why.
Bureaucracy	How can bureaucracy be reduced in governments?	0	Discover methods to decrease bureaucratic processes in government institutions.
Bureaucracy	What can be done about bureaucracy?	1	Want solutions but unclear if for government, business, or other context.
Bureaucracy	What are the advantages of bureaucracy in public administration?	0	Understand the positive aspects of bureaucracy in government operations.
Bureaucracy	Why do people complain about bureaucracy?	1	Explore reasons behind complaints but with unclear focus on context or specifics.
Celebrations	What are some popular cultural celebrations around the world?	0	Discover popular cultural celebrations globally.
Celebrations	What celebrations exist?	1	Looking for information on celebrations but unclear which or what type.
Celebrations	How can I plan a birthday party step-by-step?	0	Find detailed steps to plan a birthday party.
Celebrations	Can you tell me about parties?	1	Interested in parties but the intent is vague (which kind or what info).
Celebrations	What are traditional ways to celebrate weddings in different cultures?	0	Learn about traditional wedding celebrations across cultures.
Celebrations	How do people celebrate big events?	1	Seeking general info on celebrating big events but ambiguous which.
Celebrations	What recipes are best for festive holiday celebrations?	0	Get recipes suitable for holiday celebrations.
Celebrations	What should I make for a celebration?	1	Unclear what kind of celebration or food is desired.
Celebrations	How do national celebrations vary by country?	0	Understand the variety in national celebrations across countries.
Celebrations	What are some events people celebrate?	1	Looking for types of events celebrated but imprecise.
Civics	What are the main functions of government in a democratic system?	0	Understand the roles and responsibilities of government in democracy.
Civics	What does government do?	1	Seeking information about government but the intent is broad or unclear.
Civics	How does the voting process work in national elections?	0	Learn the detailed steps involved in national election voting.
Civics	How do you vote?	1	Looking for voting information but lacking context on which election or process.
Civics	What are the fundamental rights guaranteed by the constitution?	0	Find out specific rights protected by a constitutional framework.
Civics	What rights do people have?	1	Seeking information on rights but vague about scope or source.
Civics	How can citizens participate in local government decisions?	0	Understand ways for citizen involvement in local governance.
Civics	How do people get involved?	1	Want to know about participation but unclear if referring to civics or another area.
Civics	What is the separation of powers and why is it important?	0	Learn about the division of government powers and its significance.
Civics	What about government powers?	1	Looking for information on government powers but the question is too broad or vague.
Cleaning	What are the best methods to clean hardwood floors?	0	Find effective techniques for cleaning hardwood floors.
Cleaning	How do I clean things properly?	1	Seeking general advice on cleaning with unclear focus.
Cleaning	What cleaning products are safest for use around pets?	0	Identify pet-safe cleaning products to ensure safety.
Cleaning	Are there cleaning products I should avoid?	1	Want to know about cleaning products but unclear for what purpose.
Cleaning	How often should kitchen counters be cleaned to prevent germs?	0	Learn recommended cleaning frequency for kitchen counters.
Cleaning	When should I clean the kitchen?	1	Asking about timing for kitchen cleaning but unclear about frequency or methods.
Cleaning	What steps should I follow to clean a bathroom thoroughly?	0	Get a detailed process for comprehensive bathroom cleaning.
Cleaning	How do I clean a bathroom?	1	General question about bathroom cleaning without specific guidance needed.
Cleaning	What are environmentally friendly cleaning alternatives?	0	Discover eco-friendly cleaning products and methods.
Cleaning	Cleaning stuff environmentally – what are my options?	1	Interested in eco cleaning but question is vague and unspecific.
Clinic	What are the operating hours of the downtown clinic?	0	Obtain specific operational timing information for a clinic.
Clinic	When is the clinic open?	1	Seek clinic hours but the question is vague about which clinic or time.
Clinic	How can I book an appointment at the City Health Clinic?	0	Learn the procedure for scheduling an appointment at a particular clinic.
Clinic	How do I make an appointment?	1	Inquire about setting appointments but lacks detail about which clinic or method.
Clinic	What types of medical services does the community clinic provide?	0	Identify the range of services available at a certain clinic.
Clinic	What services are offered?	1	Ask about services but unclear which location or service type is meant.
Clinic	Where is the nearest clinic to my location?	0	Find the closest clinic based on user's location.
Clinic	Is there a clinic nearby?	1	General query for clinics nearby without precise location or criteria.
Clinic	What insurance plans are accepted at the clinic?	0	Determine which insurance plans a specific clinic accepts.
Clinic	Do you take insurance?	1	Question about insurance acceptance at clinics but unclear which clinic or what insurance.
Clothing	What are the best fabrics for summer clothing?	0	Identify suitable fabrics for summer wear.
Clothing	What fabrics are there?	1	Seeking fabric information but unclear about season or use case.
Clothing	How do I choose the right clothing size online?	0	Learn how to select clothing size correctly when shopping online.
Clothing	How to pick the right size?	1	Looking for size selection advice but context (clothing or something else) is ambiguous.
Clothing	What are the different types of clothing styles for formal occasions?	0	Understand various formal clothing styles.
Clothing	What styles can I wear?	1	Want style ideas but unclear if for formal, casual, or other occasions.
Clothing	How do I properly care for wool sweaters?	0	Obtain instructions for caring for wool sweaters.
Clothing	How do I take care of my clothes?	1	Looking for clothing care advice but unspecified fabric or type.
Clothing	Where can I buy sustainable clothing brands?	0	Find locations or websites selling sustainable clothing brands.
Clothing	Where to get clothes?	1	Need places to buy clothes but does not specify type, brand, or quality preferences.
Communication	What are the key principles of effective communication?	0	Understand the essential elements to communicate effectively.
Communication	Tell me about communication?	1	Seeking information about communication but intent is unclear.
Communication	How can I improve my communication skills for presentations?	0	Learn ways to enhance communication skills specifically for presentations.
Communication	How do I get better at talking?	1	Looking to improve speaking but the specific communication context is unclear.
Communication	What are common barriers to communication and how to overcome them?	0	Identify obstacles in communication and methods to resolve them.
Communication	Why do people have problems communicating?	1	Question about communication difficulties but lacks specific focus.
Communication	How does nonverbal communication impact understanding?	0	Explore the role of body language and other nonverbal cues in communication.
Communication	What’s the deal with body language?	1	Inquiring about nonverbal communication but with vague intent.
Communication	What communication tools are best for remote teams?	0	Find the most effective tools to facilitate communication in remote work settings.
Communication	What should I use to talk to my team?	1	Asking about communication methods for teams but too imprecise.
Commuting	What are the most efficient public transportation options for daily commuting?	0	Identify best public transit methods for daily travel.
Commuting	How do people usually get around?	1	Seeking general commuting methods but lacks specificity.
Commuting	How can I reduce the cost of my daily commute?	0	Find ways to lower commuting expenses.
Commuting	Is commuting expensive?	1	Inquiring about commuting costs but unclear on context or specifics.
Commuting	What are the health benefits of walking or biking to work?	0	Learn about health impacts of active commuting.
Commuting	Is commuting by bike good for you?	1	Asking if biking is beneficial but vague on specific benefits.
Commuting	How does commuting time affect work-life balance?	0	Understand the relationship between commute duration and personal balance.
Commuting	Can commuting mess with your life?	1	General query on commuting impacts without clear focus.
Commuting	What safety measures should I take while commuting in heavy traffic?	0	Seek guidance on safety during busy traffic commutes.
Commuting	How can I stay safe when I travel?	1	Asking about travel safety but without specifying commuting context.
Composting	What materials are best for home composting bins?	0	Identify suitable materials for home composting.
Composting	What can I put in a compost?	1	Ask about compostable materials without clarity on specifics.
Composting	How do microbes break down compost waste?	0	Understand the microbial decomposition process in composting.
Composting	How does composting work?	1	General inquiry about composting process without details.
Composting	What are the environmental benefits of composting?	0	Learn about how composting positively impacts the environment.
Composting	Why is composting important?	1	Seek reasons for composting but not specifically environmental benefits.
Composting	How do I start a compost pile in my backyard?	0	Get detailed steps for starting a backyard compost pile.
Composting	How to compost?	1	Very vague question about composting without any focus.
Composting	What is the ideal temperature range for composting?	0	Find out the optimal temperature conditions for composting.
Composting	What temperature should compost be?	1	Ask about compost temperature but ambiguous about ideal range or purpose.
Conservation	What are the most effective methods of wildlife conservation?	0	Learn about effective wildlife conservation techniques.
Conservation	How do you conserve nature?	1	General inquiry about conservation without specifying type or method.
Conservation	How does water conservation impact local communities?	0	Understand the effects of water conservation on communities.
Conservation	Is conservation important?	1	Seek general value or importance of conservation without focus.
Conservation	What laws protect endangered species under conservation programs?	0	Find out legal protections for endangered species.
Conservation	Are there rules for conservation?	1	Inquiry about regulations but unclear which or how.
Conservation	How can I contribute to forest conservation efforts in my area?	0	Identify ways to participate in local forest conservation.
Conservation	What can people do to help?	1	General request on helping, unclear if related to conservation specifically.
Conservation	What role does habitat conservation play in biodiversity preservation?	0	Explore habitat conservation's role in maintaining biodiversity.
Conservation	Why is conservation necessary?	1	Seeking reasoning behind conservation without specific context.
Cooking	How do I boil an egg perfectly?	0	Acquire step-by-step instructions to boil an egg correctly.
Cooking	Can you tell me how to cook?	1	Seeking general information about cooking without clear specifics.
Cooking	What are the essential spices for making curry?	0	Identify key spices needed to prepare curry.
Cooking	What spices should I use?	1	Asking about spices but not specifying the dish or cuisine.
Cooking	How do I bake a chocolate cake from scratch?	0	Learn the detailed recipe and process for baking a chocolate cake.
Cooking	How do I make dessert?	1	Looking for dessert ideas or recipes but unclear on type or method.
Cooking	What are some quick and healthy dinner recipes?	0	Find recipes for dinners that are both nutritious and quick to prepare.
Cooking	What should I cook for dinner?	1	Seeking dinner ideas without specifying dietary preferences or constraints.
Cooking	How can I prevent food from sticking to the pan when frying?	0	Gain tips on cooking methods to avoid food sticking during frying.
Cooking	Why does cooking sometimes go wrong?	1	Wanting to understand cooking issues but the question is too broad and vague.
Creativity	What are effective techniques to boost creativity in daily life?	0	Detailed methods to enhance creativity regularly.
Creativity	How can I get more creative?	1	Seeking ways to increase creativity but lacks specificity.
Creativity	What are common barriers to creativity and how to overcome them?	0	Identify obstacles to creativity and solutions.
Creativity	Why is creativity hard sometimes?	1	Query about difficulties in creativity but vague on details.
Creativity	How does brainstorming improve creative thinking?	0	Understanding the role of brainstorming in creativity.
Creativity	What’s the best way to come up with ideas?	1	Looking for idea generation methods but ambiguous.
Creativity	What are the benefits of practicing creativity at work?	0	Learn advantages of creative practices in professional settings.
Creativity	Why should people be creative?	1	General question about reasons for creativity without context.
Creativity	How does creative thinking impact problem solving?	0	Exploring effect of creativity on solving problems.
Creativity	What about creativity and problems?	1	Vague inquiry on relation between creativity and problems.
Credit	What are the different types of credit available to consumers?	0	Understand the various credit options for consumers.
Credit	Can you tell me about credit?	1	Seeking general information about credit without specificity.
Credit	How can I check my credit score online?	0	Learn the process for checking credit score through online methods.
Credit	Where do I find my credit details?	1	Looking for credit information but unclear on what or where.
Credit	What steps should I take to improve my credit rating?	0	Find actionable steps to raise credit rating.
Credit	How do I fix credit issues?	1	Seeking help with credit but the exact problem or solution is vague.
Credit	What are the benefits of having a good credit history?	0	Understand advantages linked to maintaining good credit.
Credit	Could credit be important?	1	Looking for reasons about credit's importance but ambiguous intent.
Credit	How does credit impact loan approval chances?	0	Learn how credit affects eligibility for loans.
Credit	Why does credit matter in borrowing?	1	Want to know why credit is important for borrowing but unclear on context.
Culture	What are the key components that define culture in a society?	0	Understand the fundamental elements of culture.
Culture	What is culture all about?	1	Seeking general information about culture without specificity.
Culture	How do cultural traditions influence behavior in different communities?	0	Explore the impact of traditions on behavior within communities.
Culture	How does culture affect people?	1	Inquiring about culture's effects but lacks clarity on context or specifics.
Culture	What are the differences between individualistic and collectivist cultures?	0	Compare and contrast individualistic and collectivist cultural traits.
Culture	How are cultures different?	1	Looking for cultural differences but the query is too broad and vague.
Culture	How can one learn about another culture effectively?	0	Find methods for effectively understanding a different culture.
Culture	How do you understand culture?	1	Asking about culture understanding in an unclear or overly broad manner.
Culture	What role does language play in shaping culture?	0	Investigate the influence of language on cultural development.
Culture	Why is culture important?	1	Seeking reasons for culture's importance but without a focused question.
Cycling	What are the best beginner bikes for road cycling?	0	Identify suitable beginner bikes for road cycling.
Cycling	What bike should I get?	1	Undecided on what kind of bike to choose.
Cycling	How can I improve my cycling endurance?	0	Learn methods to increase cycling stamina and endurance.
Cycling	How do I get better at cycling?	1	Looking for tips to improve cycling skills but unclear on specific aspect.
Cycling	What are the essential safety tips for urban cycling?	0	Find key safety measures for cycling in city environments.
Cycling	Is cycling safe?	1	Inquiring about general safety of cycling without context.
Cycling	Which routes are best for long-distance cycling nearby?	0	Identify optimal local routes for long-distance cycling.
Cycling	Where can I ride my bike?	1	Unsure about cycling location options.
Cycling	What maintenance is required to keep a mountain bike in good condition?	0	Understand necessary maintenance tasks for mountain bikes.
Cycling	How do I take care of my bike?	1	Seeking bike care advice but not specifying type or maintenance details.
Decluttering	What are the best techniques for decluttering a small apartment?	0	Find effective decluttering methods for limited living spaces.
Decluttering	How do I deal with decluttering?	1	Seeking guidance on decluttering but the intent is unclear.
Decluttering	How can I donate items I no longer need after decluttering?	0	Learn ways to donate belongings after decluttering.
Decluttering	What should I do with stuff I don’t want?	1	Want to dispose of items but not specific about decluttering or method.
Decluttering	What is the ideal order to declutter different rooms in a house?	0	Understand the best sequence for decluttering various rooms.
Decluttering	Where do I start when cleaning things out?	1	Looking to begin decluttering but purpose and location are unclear.
Decluttering	How can decluttering improve mental health?	0	Discover the mental health benefits of decluttering.
Decluttering	Why decluttering important?	1	Seeking reasons for decluttering but question is vaguely phrased.
Decluttering	What tools or apps help organize items during decluttering?	0	Find tools or applications for organizing belongings while decluttering.
Decluttering	Are there any aids to make decluttering easier?	1	Looking for help with decluttering but not specifying what type of aids.
Devices	What are the key features of the latest smartphones?	0	Identify important features in new smartphones.
Devices	Can you tell me about devices?	1	Seeking general information about devices but unclear which type.
Devices	How do wearable devices monitor health?	0	Learn about the health monitoring functions of wearable devices.
Devices	What does a device do?	1	Unspecific query about the purpose or function of a device.
Devices	What are the differences between Android and iOS devices?	0	Compare features and differences between Android and iOS devices.
Devices	Which device is better?	1	Ambiguous question about comparing devices without specifying which ones.
Devices	How can I connect multiple devices to a single Wi-Fi network?	0	Get instructions on connecting several devices to one Wi-Fi.
Devices	How do devices connect?	1	Unclear question about device connectivity in general.
Devices	What are the advantages of using smart home devices?	0	Understand the benefits of smart home devices.
Devices	What about smart devices?	1	General and vague question about smart devices without specifying what information is needed.
Diet	What are the essential nutrients required for a balanced diet?	0	Understand the components of a balanced diet.
Diet	Can you tell me about diet?	1	Seeking general information about diet but unclear intent.
Diet	How can I create a low-carb diet plan for weight loss?	0	Get guidance on designing a low-carb diet plan for losing weight.
Diet	What should I eat?	1	Looking for dietary advice but the intent and goals are vague.
Diet	What are the health benefits of a Mediterranean diet?	0	Learn about the specific health advantages of Mediterranean diet.
Diet	Is one diet better than another?	1	Asking for diet comparisons but lacks specificity about which diets or criteria.
Diet	How does diet impact heart disease risk?	0	Understand the relationship between diet and heart disease risk.
Diet	Does diet affect health?	1	General inquiry about diet’s effect on health with unclear focus.
Diet	What are some effective diets for managing diabetes?	0	Find diet options specifically for diabetes management.
Diet	Can diet help with illness?	1	Seeking information on diet and illness but not specifying which illness or diet type.
Diy	How do I build a wooden bookshelf step-by-step?	0	Instructions for constructing a wooden bookshelf.
Diy	How do I do a DIY project?	1	General interest in any DIY project without specifics.
Diy	What materials do I need for basic home repairs?	0	Information about essential materials for home repair tasks.
Diy	What stuff should I get?	1	Unclear about what materials or tools are needed for DIY.
Diy	How can I decorate a room on a budget using DIY methods?	0	Guidance on affordable room decoration through DIY.
Diy	How can I improve my room?	1	Vague intent to enhance a room without specifying DIY or budget.
Diy	What tools are necessary for beginner DIY woodworking?	0	List of essential woodworking tools for beginners.
Diy	What tools do I need?	1	Unspecified tools inquiry possibly related to different DIY projects.
Diy	How do I fix a leaking faucet by myself?	0	Step-by-step instructions to repair a leaking faucet independently.
Diy	Can you help me with something?	1	General help request without clear DIY context.
Documentation	How do I create effective user documentation for software?	0	Guide on creating user documentation for software.
Documentation	Can you tell me about documentation?	1	General inquiry about documentation without specific goal.
Documentation	What are the best practices for maintaining technical documentation?	0	Learn best practices for maintaining technical documentation.
Documentation	What should I do with documentation?	1	Unclear intent about what to do with documentation.
Documentation	How do I use documentation tools like Markdown or DITA?	0	Understand usage of specific documentation tools.
Documentation	What tools are there for documentation?	1	Looking for documentation tools but not specific.
Documentation	Where can I find API documentation for integration?	0	Find API documentation for integration purposes.
Documentation	Where is the documentation?	1	Unclear which documentation is being requested.
Documentation	How do I organize documentation for a project?	0	Learn methods to organize project documentation.
Documentation	What about organizing documentation?	1	Intention about organizing documentation is vague.
Emergency	What is the proper procedure to follow during a fire emergency?	0	Understand the correct actions to take in a fire emergency.
Emergency	What should I do in an emergency?	1	Seeking general guidance for emergencies without specificity.
Emergency	How can I prepare an emergency kit for natural disasters?	0	Learn how to assemble essential supplies for natural disaster preparedness.
Emergency	How do I get ready for emergencies?	1	Looking for emergency preparation advice but very broad and unclear.
Emergency	What are the emergency phone numbers to call in the USA?	0	Find the specific emergency contact numbers for USA.
Emergency	What number should I dial in an emergency?	1	Requesting emergency contact information but unclear about location or type.
Emergency	How do I perform CPR in a cardiac emergency?	0	Obtain instructions on how to perform CPR during cardiac arrest.
Emergency	How do I help someone in trouble?	1	Seeking ways to assist in an emergency but vague about the situation or type.
Emergency	What are the signs of a medical emergency requiring immediate attention?	0	Identify symptoms that indicate a medical emergency.
Emergency	When is something an emergency?	1	Asking when to classify a situation as an emergency but lacks clarity.
Environment	What are the primary causes of environmental pollution?	0	Understand key factors causing pollution in the environment.
Environment	Why is the environment changing?	1	Seeking reasons for changes in environment but lacks specificity.
Environment	How can individuals reduce their carbon footprint?	0	Learn actionable steps to minimize personal environmental impact.
Environment	What can people do about the environment?	1	Looking for ways to help the environment but query is vague.
Environment	What are the effects of deforestation on biodiversity?	0	Understand how deforestation impacts different species and ecosystems.
Environment	What happens when forests are cut down?	1	General inquiry about effects of forest loss, potentially multiple interpretations.
Environment	What government policies help protect endangered species?	0	Find out specific laws or policies aimed at conserving endangered animals.
Environment	Are there rules for protecting animals?	1	Vague question about protection measures for animals or environment.
Environment	How does plastic waste affect marine life?	0	Investigate the impact of plastic pollution on ocean ecosystems.
Environment	What about trash in the ocean?	1	General complaint or question on ocean pollution without clear focus.
Ergonomics	What are the best ergonomic practices for office workers to reduce strain?	0	Identify ergonomic methods to minimize physical strain in office environments.
Ergonomics	How do you do ergonomics?	1	Seeking general information about ergonomics without a clear focus.
Ergonomics	Which ergonomic tools help prevent repetitive strain injuries?	0	Find specific ergonomic tools that help prevent repetitive strain injuries.
Ergonomics	What tools are used for ergonomics?	1	Inquiring about tools related to ergonomics but unclear on type or purpose.
Ergonomics	How does ergonomics improve workplace productivity?	0	Understand the impact of ergonomics on enhancing productivity at work.
Ergonomics	Why is ergonomics important?	1	Looking for the importance of ergonomics in general terms without specifics.
Ergonomics	What are common ergonomic assessments used in healthcare?	0	Identify common ergonomic evaluation methods utilized in healthcare settings.
Ergonomics	How do you assess ergonomics?	1	Seeking information about ergonomic assessments generally but vaguely.
Ergonomics	What ergonomic adjustments should I make for home office setup?	0	Get specific suggestions to adjust home office ergonomics properly.
Ergonomics	Can ergonomics help me?	1	Asking if ergonomics can be helpful, but intent is ambiguous regarding context or goal.
Events	What are the top cultural events happening in New York City this year?	0	Find specific major cultural events in New York City this year.
Events	What events are there?	1	Seeking information about events, but location, type, and timeframe are unclear.
Events	How do I organize a corporate event for 100 people?	0	Learn steps and tips to organize a corporate event for 100 attendees.
Events	How do I plan an event?	1	Looking for guidance on event planning with no details on type or scale.
Events	Where can I buy tickets for the upcoming music festival in London?	0	Find out where to purchase tickets for a specific music festival in London.
Events	How can I get tickets?	1	Want to obtain tickets but the event and location are not specified.
Events	What safety measures should be considered for large public events?	0	Understand safety protocols for managing large public events.
Events	Are events safe these days?	1	Concerned about event safety but without specifying event type or context.
Events	What are the historical events that shaped the 20th century?	0	Identify key historical events from the 20th century.
Events	Can you tell me about events in history?	1	Seeking information about historical events generally, but not specific to any era or importance.
Exercise	What are the best exercises for weight loss?	0	Identify effective exercises specifically for losing weight.
Exercise	What exercises should I do?	1	Looking for exercise recommendations but unclear about goal or type.
Exercise	How can I improve my cardiovascular fitness through exercise?	0	Learn how to enhance cardiovascular health with exercise routines.
Exercise	How do I get better at exercise?	1	Seeking ways to improve exercise but unclear on what aspect or goal.
Exercise	What is the recommended daily duration of exercise for adults?	0	Find out the advised amount of daily exercise time for adults.
Exercise	How long should I exercise?	1	Unclear about duration recommendation for exercise, context needed.
Exercise	What are the common injuries caused by improper exercise techniques?	0	Understand injuries related to poor exercise form or technique.
Exercise	Can exercise be harmful?	1	Query about exercise risks but lacks detail on type or circumstances.
Exercise	What exercises build muscle mass effectively?	0	Identify exercises targeted at increasing muscle mass.
Exercise	Which exercises are good?	1	Vague question about beneficial exercises without specifying goal.
Family	What are the key benefits of maintaining strong family bonds?	0	Understand the advantages of strong family relationships.
Family	Why is family important?	1	Seeking reasons for the importance of family but vague.
Family	How can I improve communication with my family members?	0	Find ways to enhance family communication.
Family	How do families talk to each other?	1	Looking for family communication methods but unclear.
Family	What are common challenges families face and how to overcome them?	0	Learn about typical family issues and solutions.
Family	What problems do families have?	1	Interested in family problems but lacks specificity.
Family	How do different cultures define family structures?	0	Explore family structures across cultures.
Family	What is a family?	1	Looking for definition or concept of family with multiple interpretations.
Family	What activities can families do together to strengthen their bond?	0	Find family activities that promote bonding.
Family	What can families do on weekends?	1	Seeking family activities but timing and purpose unclear.
Feedback	How can I give constructive feedback in the workplace?	0	Learn effective methods for providing constructive feedback professionally.
Feedback	Can you tell me about feedback?	1	Seeking general information about feedback without a specific focus.
Feedback	What are the best ways to receive feedback for personal growth?	0	Understand strategies to effectively receive feedback to improve personally.
Feedback	How do I deal with feedback?	1	Looking for advice on handling feedback but unclear about context or type.
Feedback	What are common feedback techniques used in employee evaluations?	0	Identify popular methods of providing feedback during employee reviews.
Feedback	What kinds of feedback exist?	1	Want to know about types of feedback but the intent is vague and broad.
Feedback	How does feedback influence team performance?	0	Explore the impact of feedback on improving team dynamics and results.
Feedback	Why is feedback important?	1	Seeking reasons behind feedback's importance but lacks specific context.
Feedback	Can feedback improve learning outcomes?	0	Learn about the role of feedback in enhancing educational or training effectiveness.
Feedback	Is feedback useful?	1	General inquiry about the usefulness of feedback without detailed intent.
First-aid	What are the step-by-step procedures for treating a minor burn?	0	Understand how to properly treat minor burns in first aid.
First-aid	How do you handle burns?	1	Seek information about burns but unclear if treatment or causes.
First-aid	How do I perform CPR on an adult?	0	Learn the exact process for administering CPR to an adult.
First-aid	Can you explain CPR?	1	Want information on CPR but unclear on specifics or context.
First-aid	What are the signs and first-aid responses for a stroke?	0	Identify symptoms of stroke and immediate first aid steps.
First-aid	What should I do in an emergency?	1	Looking for emergency first-aid but lacks detail about which emergency.
First-aid	How do you stop severe bleeding quickly?	0	Know effective methods to control severe bleeding immediately.
First-aid	What can be done if someone is hurt?	1	General inquiry about helping injured people, ambiguous about injury type or method.
