topic	initial_request	binary_label	user_information_need
Appointments	Do I have any appointments today?	0	Check if there are appointments scheduled for today.
Appointments	Are there any meetings I need to join?	1	Seek information about meetings or appointments without specifics.
Appointments	How can I book a new appointment?	0	Steps to schedule a new appointment.
Appointments	Can I set up an appointment with a doctor?	1	Ask about making a health-related appointment generally.
Appointments	Where do I go for my appointment?	0	Find the location details for a scheduled appointment.
Appointments	Tell me my next appointment with Dr. Smith.	0	Find out specific upcoming appointments.
Art	Who are the most famous painters in history?	0	Identify renowned painters historically.
Art	Who are well-known artists?	1	Seeking information on notable artists but lacks specificity.
Art	What is modern art?	0	Detailed explanation of modern art.
Art	Can you tell me about art styles?	1	Seeking info on art styles but too broad.
Art	Where can I see famous artworks?	0	Find locations of famous artworks.
Art	Are there places with artwork?	1	Looking for locations with artworks but vague.
Art	How do I start painting?	0	Tips for beginning painters.
Art	How can I learn to draw?	1	Seeking drawing lessons or ways but imprecise.
Art	What techniques do artists use?	0	Descriptions of artistic techniques.
Art	What methods are there?	1	Looking for artistic methods but unclear about specifics.
Banking	How can I open a new savings account?	0	Instructions for opening a savings account.
Banking	What is the process to get a new bank account?	0	Details on opening a bank account.
Banking	How do I apply for a home loan?	0	Procedure to apply for a mortgage.
Banking	What are the requirements for a mortgage application?	0	Information on mortgage criteria.
Banking	Can I get a loan without collateral?	0	Details on unsecured loans.
Banking	How to get a loan with bad credit?	0	Information on obtaining loans with poor credit.
Banking	Best way to manage my bank account?	1	Looking for ways to handle bank accounts effectively.
Banking	How should I handle my banking?	1	Seeking general advice on banking but unclear specifics.
Banking	What options do I have for banking?	1	Questions about banking choices but vague on type.
Banking	Can I do banking online?	1	Seeking information on banking options, but unclear if online or in person.
Budgeting	What are the key steps in creating a personal budget?	0	Understanding the main steps to develop a personal budget.
Budgeting	How do I make a budget?	1	Seeking general information on making a budget, without specifics.
Budgeting	What tools can I use for budgeting effectively?	0	Find tools to help with effective budgeting.
Budgeting	Which apps are best for keeping track of expenses?	1	Looking for mobile applications to manage expenses, but vague on criteria.
Budgeting	How should I budget for monthly expenses?	0	Guide on budgeting for monthly expenses specifically.
Budgeting	What’s the best way to plan my money?	1	Seeking vague advice on money planning without details.
Budgeting	How do I track my spending?	0	Information on methods to track daily or monthly spending.
Budgeting	What are ways to monitor my expenditures?	1	Looking for general expenditure monitoring options without specifics.
Budgeting	How can I set financial goals and stick to them?	0	Instructions on setting and maintaining financial goals.
Budgeting	How do I stay motivated to save money?	1	Seeking motivation techniques for saving, but not specific to budgeting.
Bureaucracy	What is the definition of bureaucracy?	0	Understand the meaning of bureaucracy.
Bureaucracy	Can you explain what bureaucracy is?	0	Seek a clear explanation of bureaucracy.
Bureaucracy	How does bureaucracy function in government?	0	Determine how bureaucracy operates within government systems.
Bureaucracy	Is bureaucracy necessary for administration?	0	Find out if bureaucracy is essential for administration.
Bureaucracy	What are the main characteristics of bureaucracy?	0	Identify features of a bureaucratic system.
Bureaucracy	What is the role of bureaucracy in organizations?	0	Understand the function of bureaucracy in organizations.
Bureaucracy	What does a bureaucrat do?	0	Get information about the duties of a bureaucrat.
Bureaucracy	How do bureaucracies impact efficiency?	0	Learn how bureaucracy affects efficiency.
Bureaucracy	What are common criticisms of bureaucracy?	0	Explore criticisms of bureaucratic systems.
Bureaucracy	Why do governments have bureaucratic systems?	0	Find out the purpose of bureaucratic systems in governments.
Celebrations	When is New Year's Day celebrated?	0	Discover the date of New Year's Day.
Celebrations	What holidays are celebrated around the world?	1	Seek general information about global celebrations.
Celebrations	How do people typically celebrate birthdays?	0	Find out common birthday celebration customs.
Celebrations	What are common birthday traditions?	1	Looking for birthday celebration traditions but remain vague on the details.
Celebrations	What types of decorations are used during festivals?	0	Understand decorations used in festivals.
Celebrations	How are festivals decorated generally?	1	Seek information on festival decorations without specifying which ones.
Celebrations	What are some popular celebration foods?	0	Get information about foods consumed during celebrations.
Celebrations	What do people usually eat on special occasions?	1	Seeking details on celebration foods broadly.
Celebrations	How do people plan surprise parties?	0	Learn about organizing surprise parties.
Celebrations	How can I organize a celebration?	1	Looking for general tips on celebration planning without specifics.
Civics	Who are the current members of Congress?	0	Identify the current members of the legislative body.
Civics	What does civics cover?	1	Seek general information about the subject of civics.
Civics	What rights are guaranteed by the Constitution?	0	Find out specific rights protected under the Constitution.
Civics	Explain civics in simple terms.	1	Looking for an easy explanation of civics as a subject.
Civics	How do laws get passed in the government?	0	Understand the legislative process for passing laws.
Civics	What about how laws happen?	1	Want to know about lawmaking but in a vague way.
Civics	What are the responsibilities of citizens?	0	Discover the duties and responsibilities required of citizens.
Civics	Why should people participate in civics?	1	Seek reasons for civic engagement without specifics.
Civics	How does the government function?	0	Understand the basic functioning of the government.
Civics	How does politics work?	1	Want to know about political processes but broadly.
Cleaning	How do I clean a stained carpet?	0	Instructions for cleaning stained carpets.
Cleaning	What is cleaning?	1	General query about the concept of cleaning.
Cleaning	What are the best methods for cleaning windows?	0	Effective techniques for window cleaning.
Cleaning	How do people clean?	1	Seeking information on cleaning practices broadly.
Cleaning	How can I remove mold from bathroom tiles?	0	Step-by-step guide to mold removal from tiles.
Cleaning	What's the best way to clean?	1	Unknown what needs to be cleaned, seeking general advice.
Cleaning	How often should I clean my house?	0	Recommended cleaning frequency for households.
Cleaning	Do I need to clean regularly?	1	Seeking advice on cleaning schedules without specifics.
Cleaning	What do I use to clean floors?	0	Products and methods for floor cleaning.
Cleaning	What are effective methods to clean hardwood floors?	0	Find best practices for cleaning hardwood floors.
Clinic	Where is the nearest clinic for vaccinations?	0	Find the closest vaccination clinic.
Clinic	Can you tell me about clinics nearby?	1	Looking for information about local clinics, but specifics are unclear.
Clinic	What services does the clinic offer?	0	Obtain details on services provided at the clinic.
Clinic	Are there clinics around here?	1	Seeking information on the presence of clinics in the area.
Clinic	How do I book an appointment at a clinic?	0	Register for a scheduled appointment at a clinic.
Clinic	Can I make an appointment somewhere?	1	Requesting appointment information but not specifying where.
Clinic	What are the clinic hours?	0	Find out the opening and closing times of the clinic.
Clinic	When is the clinic open?	1	Seeking the operating hours of a clinic, but not which one.
Clinic	Do clinics provide general checkups?	0	Inquire if clinics offer routine health checkups.
Clinic	Are checkups available somewhere?	1	Looking for places that offer health checkups, but detail is vague.
Clothing	What are the latest trends in men's fashion?	0	Find current men's fashion trends.
Clothing	Can you tell me about trendy clothes?	1	Look for information on fashionable clothing, but not specific.
Clothing	How do I choose the right size for a shirt?	0	Locate guidance on selecting shirt sizes.
Clothing	What clothes should I wear?	1	Seek advice on clothing choices without specifics.
Clothing	Where can I buy new clothes online?	0	Find online stores for purchasing clothes.
Clothing	Are there good shopping sites?	1	Looking for online shopping sites, but vague.
Clothing	How do I wash and care for silk clothes?	0	Care instructions for silk garments.
Clothing	What do I do with delicate fabrics?	1	Information about handling delicate clothes generally.
Clothing	What accessories go well with formal wear?	0	Match accessories with formal outfits.
Clothing	How can I style my outfits?	1	Seek general styling tips, not specific to an event.
Communication	What are effective ways to improve interpersonal communication?	0	Identify methods to enhance face-to-face communication skills.
Communication	How can I get better at talking to people?	1	Seek advice on improving communication, but vague about the context.
Communication	What tools are available for remote team communication?	0	Find tools designed for virtual team interactions.
Communication	What apps help communicate with friends?	1	Looking for communication apps without specifying type or context.
Communication	How do I convey my message clearly in a presentation?	0	Methods for clear message delivery during presentations.
Communication	What techniques work for public speaking?	1	Seeking general public speaking tips without specifics.
Communication	How can I understand others better?	0	Strategies to improve understanding in conversations.
Communication	What helps with understanding people?	1	Looking to understand others, but not clear whether it's about communication skills or empathy.
Communication	How to handle conflicts through communication?	0	Approaches for resolving conflicts via communication.
Communication	What do you do when disagreements happen?	1	Seeking conflict resolution methods, but the focus isn't specified.
Commuting	What are the main modes of commuting in urban areas?	0	Understand different commuting options in cities.
Commuting	What about transportation options?	1	Seeking information on transportation but not specific to commuting.
Commuting	How long does the average commute take in New York City?	0	Find out average commuting times in NYC.
Commuting	What is the typical duration of a daily trip?	1	Looking for general travel durations without specifics.
Commuting	What factors affect commuting times?	0	Identify factors influencing how long commutes last.
Commuting	Why do some commutes take longer?	1	Understanding reasons for longer travel times but vague.
Commuting	What are the benefits of public transportation?	0	Explore advantages of using public transit.
Commuting	What are the advantages of different travel methods?	1	Seeking broad benefits of travel options, not specific.
Commuting	How can I reduce my commuting time?	0	Find strategies to make commutes shorter.
Commuting	What are some ways to make travel faster?	1	Looking for general tips to improve speed, vague on context.
Composting	What are the main benefits of composting?	0	Understand the advantages of composting.
Composting	Why composting is good?	1	Seeking reasons why composting might be beneficial.
Composting	How do I start composting at home?	0	Find instructions for beginning composting.
Composting	What are the steps for composting?	1	Looking for information on the process of composting, but vague.
Composting	Can I compost food scraps?	0	Determine if food scraps are suitable for composting.
Composting	What can I put in compost?	1	Want to know what items are compostable, but not specific.
Composting	How long does composting take?	0	Find out the typical time needed for composting.
Composting	Does composting take forever?	1	Questioning the duration of composting in a vague way.
Composting	What tools do I need for composting?	0	Know the equipment needed for composting.
Composting	What stuff do I need?	1	Seeking information about supplies or tools but quite general.
Conservation	What are effective methods for wildlife conservation?	0	Find proven strategies for conserving wildlife species.
Conservation	How do I support conservation efforts?	1	Seeking ways to support conservation activities but not specific which ones.
Conservation	What is the importance of conserving natural habitats?	0	Understand reasons for habitat conservation.
Conservation	Why should we care about saving animals?	1	Looking for reasons to support animal conservation, but vague.
Conservation	What organizations are involved in conservation?	0	Identify groups working on conservation projects.
Conservation	Where can I donate to conservation causes?	1	Seeking donation options for conservation, but not specifying causes.
Conservation	How are endangered species protected?	0	Understand measures for protecting endangered species.
Conservation	What can I do to help endangered animals?	1	Looking for ways to assist endangered animals, but not detailed.
Conservation	What are the main challenges in conservation today?	0	Know about current obstacles in conservation.
Conservation	Why is conservation difficult?	1	Seeking reasons behind conservation challenges but ambiguously.
Cooking	Tell me how to bake a chocolate cake from scratch.	0	Step-by-step instructions to bake a chocolate cake.
Cooking	Can I make a cake?	1	General inquiry about making a cake without specifics.
Cooking	What is the best way to cook spaghetti al dente?	0	Expert advice on cooking spaghetti properly.
Cooking	How do I prepare pasta?	1	Seeking general information on pasta preparation.
Cooking	What are some healthy ingredients for stir-fry?	0	Detailed list of healthy stir-fry ingredients.
Cooking	What should I add to stir-fry?	1	Ambiguous query about stir-fry ingredients.
Cooking	How do I roast vegetables properly?	0	Cooking techniques for roasting vegetables.
Cooking	What is the best way to cook veggies?	1	General question about cooking vegetables without specifics.
Cooking	What are some quick dinner recipes?	0	Collection of fast dinner recipes.
Cooking	Can you suggest dinner ideas?	1	Seeking dinner ideas but not specifying preferences.
Creativity	How can I improve my creative thinking skills?	0	Strategies to enhance creative thinking abilities.
Creativity	Can you tell me about becoming more creative?	1	Seeking general advice on increasing creativity, but vague.
Creativity	What techniques are used in creative problem-solving?	0	Methods for solving problems creatively.
Creativity	How do people get creative ideas?	1	Questions about generating ideas without specifics.
Creativity	What are famous examples of creative works?	0	Catalog of well-known creative projects or artworks.
Creativity	Can you give examples of creative things?	1	Asking for creative examples but not specifying type or context.
Creativity	What habits do creative people have?	0	Information on habits leading to creativity.
Creativity	Are there habits that boost creativity?	1	General inquiry about habits and creativity without detail.
Creativity	How does creativity develop over time?	0	Understanding growth of creativity through time.
Creativity	Can creativity change?	1	Exploring whether creativity can evolve, but vague.
Credit	What is a credit score?	0	Understanding what a credit score is.
Credit	Can you tell me about credit?	1	Seeking general information about credit, but unclear what aspect.
Credit	How do I build credit?	0	Looking for ways to establish or improve credit.
Credit	What affects credit scores?	1	Want to know factors influencing credit scores, vague context.
Credit	What is a good credit limit?	0	Understanding acceptable or recommended credit limits.
Credit	What's the ideal credit limit?	1	Seeking opinions on ideal credit limits without specifics.
Credit	How do I check my credit report?	0	Asking for steps to view personal credit reports.
Credit	Can I see my credit info?	1	Want to access credit information, but context is unclear.
Credit	How often should I review my credit?	0	Seeking advice on the recommended frequency for credit review.
Credit	When should I check my credit again?	1	Unclear about timing for reviewing credit, seeking general advice.
Culture	What are the main elements of a country's culture?	0	Identify core components that define a nation's culture.
Culture	Can you tell me about culture?	1	Seeking general information about culture without specific focus.
Culture	How do cultural traditions influence societies?	0	Understand the role of traditions in shaping societies.
Culture	What impact do customs have?	1	Looking for information about customs without specifying impact.
Culture	What are popular cultural festivals around the world?	0	Discover well-known cultural festivals internationally.
Culture	Are there any famous festivals?	1	Want to know about festivals but not particular which or where.
Culture	How do languages reflect culture?	0	Explore the connection between language and culture.
Culture	How is culture expressed?	1	Seeking general ways through which culture is expressed.
Culture	What is cultural identity?	0	Understand the concept of cultural identity.
Culture	What does culture mean?	1	Ask for the meaning of culture in a broad sense.
Cycling	What are the essential safety gear for cycling?	0	Identify necessary safety equipment for cycling.
Cycling	What safety gear do I need?	1	Seeking general information about safety gear for cycling.
Cycling	How do I maintain a mountain bike?	0	Find instructions for maintaining a mountain bike.
Cycling	How to keep my bike in good condition?	1	Looking for maintenance tips but phrased broadly.
Cycling	What are the best cycling routes in Paris?	0	Discover top cycling paths in Paris.
Cycling	Which cities are good for cycling?	1	Want to know about good cycling cities but without specifics.
Cycling	How can I improve my cycling endurance?	0	Obtain methods to enhance cycling stamina.
Cycling	What helps increase cycling stamina?	1	Search for general tips to boost cycling endurance.
Cycling	What should I eat before a long ride?	0	Find dietary advice for long cycling rides.
Cycling	What do I eat when cycling long distances?	1	Looking for nutrition tips but not specific to cycling.
Decluttering	How can I start decluttering my closet?	0	Want practical steps to begin decluttering my closet.
Decluttering	What's the best way to declutter?	1	Seeking advice on decluttering but not specifying what to declutter.
Decluttering	How do I organize my garage after decluttering?	0	Looking for methods to organize a garage post-decluttering.
Decluttering	What's the process?	1	Questions about the decluttering process but vague on specifics.
Decluttering	How can I reduce clutter in my home?	0	Methods to decrease clutter in the home.
Decluttering	Can you give tips?	1	Looking for decluttering tips without specifying the area.
Decluttering	What should I do with unnecessary stuff?	0	Seeking guidance on handling items considered unnecessary.
Decluttering	Where should I put things I don't need anymore?	1	Questions about storage options for decluttered items.
Decluttering	How do I maintain a clutter-free space?	0	Methods for sustaining a clutter-free environment.
Decluttering	How can I keep things organized long-term?	1	Looking for long-term organization strategies without specifics.
Devices	What is the latest model of iPhone?	0	Find information on the newest iPhone model available.
Devices	Which devices are popular?	1	Seeking general information about popular electronic devices.
Devices	How do I connect my Bluetooth device?	0	Methods for pairing a Bluetooth device.
Devices	Can I connect this device?	1	Additional details needed to determine connectivity options.
Devices	What are the features of the new Samsung Galaxy?	0	Details about features of a specific Samsung Galaxy model.
Devices	Is Samsung better than Apple?	1	Comparison between Samsung and Apple devices, but vague.
Devices	How do I update my device firmware?	0	Instructions for updating device software or firmware.
Devices	What updates are available?	1	Information about device updates, but unspecified which device.
Devices	What accessories are compatible with my device?	0	List of accessories compatible with a particular device.
Devices	Are there any add-ons?	1	Question about additional components for a device, but unspecified.
Diet	What are the best low-carb diets for weight loss?	0	Identify effective low-carb diet plans for weight loss.
Diet	Can you tell me about diets?	1	Seeking general information about diets without specifics.
Diet	How many calories should I eat daily to lose weight?	0	Find out recommended daily calorie intake for weight loss.
Diet	What is a healthy eating plan?	1	Understanding general concepts of healthy diets without details.
Diet	Are vegetarian diets healthy?	0	Cover the health aspects of vegetarian diets.
Diet	Can I eat vegetables and still lose weight?	1	Seeking info about vegetables and weight loss, but not specific.
Diet	What supplements are good for dieting?	0	Identify effective supplements to aid dieting.
Diet	Are there quick ways to lose weight?	1	Seeking fast weight loss methods without specifics.
Diet	How does dieting affect energy levels?	0	Understand the impact of dieting on energy.
Diet	Can dieting make you tired?	1	Looking for effects of dieting, but the query is vague.
Diy	How do I build a birdhouse from scratch?	0	Step-by-step instructions for building a birdhouse.
Diy	Can I make a birdhouse at home?	1	General inquiry about making a birdhouse without specifics.
Diy	What tools are needed for woodworking projects?	0	Information on tools required for DIY woodworking.
Diy	What tools do I need?	1	Seeking tools for various DIY projects without specificity.
Diy	How do I paint furniture yourself?	0	Guide on painting furniture on your own.
Diy	Can I paint my furniture?	1	Question about painting furniture generally, not specific to DIY.
Diy	What are easy craft ideas for beginners?	0	Spell out simple craft projects for beginners.
Diy	Can I do crafts at home?	1	General inquiry about doing crafts without context.
Diy	How do I install shelves?	0	Instructions for installing shelves DIY-style.
Diy	Can I put up shelves myself?	1	Question about installing shelves without specifics.
Documentation	How can I update the user manual for the latest software version?	0	Find instructions for updating the user manual.
Documentation	What is documentation?	1	Seeking general information about documentation without specifics.
Documentation	Where do I find the API documentation for this platform?	0	Locate the API documentation for a particular platform.
Documentation	How do I access technical docs?	1	Looking for technical documentation, vague on which.
Documentation	What are the best practices for documenting code?	0	Understand recommended practices for code documentation.
Documentation	How should I write documentation?	1	Seeking advice on how to write documentation but not specific.
Documentation	Can you help me generate documentation?	0	Assist with creating documentation.
Documentation	What does good documentation look like?	1	Want to know characteristics of good documentation.
Documentation	Where is the documentation stored?	0	Find where the documentation files are kept.
Documentation	How do I create a new document in this software?	0	Learn the process of creating a new document.
Emergency	What should I do if someone is choking?	0	Instructions for helping a choking person.
Emergency	How can I handle an emergency?	1	Seeking general advice on managing emergencies without specifics.
Emergency	Where is the nearest hospital in an emergency?	0	Find the closest hospital during emergencies.
Emergency	Can you tell me about emergency procedures?	1	Information about procedures during emergencies but vague on details.
Emergency	What emergency contacts should I have?	0	List essential emergency contacts.
Emergency	Who should I call in an urgent situation?	1	Unclear about which contacts to call in emergencies.
Emergency	How do I perform CPR?	0	Step-by-step CPR instructions.
Emergency	What are basic first aid steps?	1	Seeking general first aid information without specifics.
Emergency	What signs indicate a medical emergency?	0	Identify symptoms that require urgent medical attention.
Emergency	How do I know if I need urgent help?	1	General question about recognizing need for urgent help.
Environment	Query about pollution levels in urban areas	0	Obtain current pollution statistics for cities.
Environment	What does pollution do?	1	Seek general information on pollution effects without specifics.
Environment	How can pollution be reduced?	0	Find methods to decrease pollution.
Environment	Can pollution be stopped?	1	Explore possibilities of completely ending pollution.
Environment	What are the main sources of air pollution?	0	Identify major contributors to air pollution.
Environment	Where does pollution come from?	1	Understand general origins of pollution without detail.
Environment	What are the effects of pollution on health?	0	Look into health impacts of pollution.
Environment	How does pollution affect ecosystems?	1	Seek vague information about pollution's ecological impact.
Environment	What policies control pollution emissions?	0	Find regulations related to pollution control.
Environment	What can be done about pollution?	1	Explore broad solutions for pollution without specifics.
Ergonomics	What are the main principles of ergonomic design?	0	Understand core principles of ergonomic design.
Ergonomics	Can you tell me about ergonomic design?	1	Seeking general information about ergonomic design but not specific.
Ergonomics	How can ergonomic principles reduce workplace injuries?	0	Learn how ergonomics can prevent injuries at work.
Ergonomics	Do ergonomics help with health?	1	Looking for health benefits of ergonomics but vague on details.
Ergonomics	What are common ergonomic tools used in offices?	0	Identify tools used for office ergonomics.
Ergonomics	Are there any ergonomic gadgets?	1	Seeking information about ergonomic gadgets, but not specific which ones.
Ergonomics	How do ergonomic assessments improve productivity?	0	Understand impact of ergonomic assessments on productivity.
Ergonomics	Can ergonomics make work better?	1	Looking for benefits of ergonomics in the workplace without specifics.
Ergonomics	What is ergonomic sitting?	0	Definition of ergonomic sitting positions.
Ergonomics	How should I sit properly?	1	Seeking advice on sitting posture but not necessarily ergonomic.
Events	When is the next music concert in New York?	0	Find out the date of the upcoming concert in New York.
Events	What's the event happening soon?	1	Looking for information about upcoming events but not specific.
Events	Who organized the charity marathon last year?	0	Identify the organizer of last year's charity marathon.
Events	Can you tell me about recent marathons?	1	Seek details on recent marathons but vague on which.
Events	Where will the festival be held this summer?	0	Locate the venue for this summer's festival.
Events	What's happening in town?	1	Want general info about local happenings; not specific.
Events	Are there any conferences in September?	0	Check if there are conferences scheduled for September.
Events	What new events are planned?	1	Find info on upcoming events, but not specific which.
Events	Which events are canceled?	0	Find out about canceled events.
Events	When is the company annual meeting scheduled?	0	Find the date of the company's annual meeting.
Exercise	What are some effective exercises for weight loss?	0	Find effective exercises to lose weight.
Exercise	What exercises should I do?	1	Seeking general exercise advice without specifics.
Exercise	How often should I exercise weekly?	0	Determine recommended weekly exercise frequency.
Exercise	When should I start exercising?	1	Want to know the best time to begin exercising.
Exercise	What types of exercise improve cardiovascular health?	0	Identify exercises beneficial for heart health.
Exercise	Which exercises are good?	1	Looking for suggestions on good exercises, but vague.
Exercise	What is the best way to stay fit?	0	Find effective methods to maintain fitness.
Exercise	How can I stay healthy?	1	Seeking general health tips without specifics.
Exercise	How does exercise affect mental health?	0	Understand the impact of exercise on mental well-being.
Exercise	Why should I start exercising?	1	Want reasons to begin exercising but not specific.
Family	What are the common responsibilities of family members?	0	Understand typical family member responsibilities.
Family	Who are considered immediate family members?	0	Identify who qualifies as immediate family.
Family	How can I strengthen my family relationships?	0	Find ways to improve family connections.
Family	What does family mean to different cultures?	1	Exploring varied definitions of family.
Family	What are family values?	0	Learn about core family values.
Family	How do different belief systems view family?	1	Seeking perspectives on family in various religions or beliefs.
Family	How can I support my family during difficult times?	0	Look for ways to help family members in need.
Family	What should I do if I have conflicts with my family?	1	Asking for general advice about family conflicts.
Family	How does family influence personal development?	0	Understand the impact of family on growth.
Family	What affects family dynamics?	1	Seeking information on factors impacting family interactions.
Feedback	What is feedback?	0	Understanding the concept of feedback.
Feedback	Can you tell me about feedback?	1	Seeking general information about feedback, but unclear about specifics.
Feedback	How do I give effective feedback?	0	Looking for tips on providing good feedback.
Feedback	What is the best way to give feedback?	1	Unsure about criteria for effective feedback, vague question.
Feedback	Why is feedback important?	0	Understanding the significance of feedback.
Feedback	Why does feedback matter?	1	Seeking reasons for the importance of feedback, but too broad.
Feedback	How can I improve my feedback skills?	0	Wanting to enhance feedback abilities.
Feedback	What methods exist for giving feedback?	1	Looking for different feedback methods but not specific about context.
Feedback	How do companies use feedback?	0	Understanding how organizations utilize feedback.
Feedback	What do they do with feedback?	1	Seeking information on feedback management but unclear about details.
First-aid	What are the basic steps to perform CPR?	0	Learn the correct procedure for performing CPR.
First-aid	How do I do first aid?	1	Seeking general information about first aid without specific details.
First-aid	How can I help someone who is unconscious?	0	Find out how to assist an unconscious person safely.
First-aid	What do I do if someone is unresponsive?	1	Looking for actions to take when someone is unresponsive but vague about the situation.
First-aid	What supplies are needed for first-aid kits?	0	Identify essential items for a first-aid kit.
First-aid	What should be in a first-aid kit?	1	Seeking information about contents without specifying for what purpose.
First-aid	How do I treat a burn?	0	Understand the proper treatment for burns.
First-aid	What do I do for simple burns?	1	Looking for first-aid steps for burns but not specifying severity.
First-aid	How do I handle choking emergencies?	0	Learn techniques for helping someone who is choking.
First-aid	What if someone can't breathe?	1	Seeking guidance for breathing problems but with vague context.
Food	What are the main ingredients in a margherita pizza?	0	Identify the ingredients used in a margherita pizza.
Food	What is food?	1	Seeking general information about food, but vague.
Food	How many calories are in a cheeseburger?	0	Find out the caloric content of a cheeseburger.
Food	What is the nutritional value of food?	1	Looking for nutritional information about food in general.
Food	How do I make pizza at home?	0	Instructions for making pizza at home.
Food	What should I cook tonight?	1	Requesting dinner ideas without specifying preferences.
Food	What are common food allergies?	0	Identify common food allergies.
Food	Are some foods bad?	1	Questioning the health implications of certain foods, but vague.
Food	What is gluten?	0	Understand what gluten is.
Food	Type of food?	1	Seeking information about food type, vague.
Friendship	What are the qualities of a good friend?	0	Identify key traits that define a good friend.
Friendship	What makes someone a good friend?	1	Seeking general qualities that define friendship without specifics.
Friendship	How can I strengthen my friendship?	0	Improve or deepen an existing friendship.
Friendship	What can I do to fix friendship issues?	1	Seek ways to resolve friendship conflicts but vaguely.
Friendship	Why is friendship important?	0	Understanding the significance of friendship in life.
Friendship	What is the value of friendships?	1	Look for the importance of friendship without details.
Friendship	How do I meet new friends?	0	Find strategies to make new friends.
Friendship	Where can I find friends?	1	Seeking places or methods to find friends but imprecise.
Friendship	How do friendships change over time?	0	Explore how friendships develop or evolve.
Friendship	What happens to friendships?	1	Want to know about the fate or changes in friendships vaguely.
Gardening	What are the best plants for a beginner's garden?	0	Find suitable plants for beginners in gardening.
Gardening	What plants are good?	1	Looking for information about suitable garden plants, but vague on specifics.
Gardening	How often should I water my vegetable garden?	0	Learn irrigation frequency for vegetable gardening.
Gardening	When should I water my garden?	1	Seeking general watering advice without specifics.
Gardening	What soil is best for roses?	0	Determine optimal soil conditions for roses.
Gardening	What kind of soil do flowers need?	1	Looking for soil requirements for flowers, but not specific to roses.
Gardening	How can I control pests on my tomato plants?	0	Understand pest management for tomatoes.
Gardening	How do I keep pests away?	1	Seeking pest control methods, but not specific to plants.
Gardening	What tools do I need for gardening?	0	Identify essential gardening tools.
Gardening	What equipment is necessary?	1	Looking for gardening equipment, but unclear on what specifically.
Health	What are the symptoms of diabetes?	0	Understand the signs and symptoms of diabetes.
Health	Can you tell me about diabetes?	1	Seeking general information about diabetes, vague on specifics.
Health	What are effective ways to lower blood sugar levels?	0	Find methods to reduce blood sugar.
Health	How can I control my blood sugar?	1	Looking for ways to manage blood sugar without specific context.
Health	What is a healthy diet for heart health?	0	Know about diets that promote heart health.
Health	What should I eat for good health?	1	General inquiry about healthy eating, unclear about specific health benefits.
Health	How often should I exercise for wellness?	0	Find recommended exercise frequency for health.
Health	What's a good amount of exercise?	1	Seeking advice on exercise, but not specifying any health condition.
Health	What are the treatments for hypertension?	0	Understand hypertension treatment options.
